School,City,State,Conference,Division,WikidataID,Score,School_doe,OPEID,AdmissionRate,SAT,Cost,Longitude,Latitude,Score_doe
Georgian Court University,Lakewood,New Jersey,Central Atlantic Collegiate Conference,D2,Q5548012,100.0,Georgian Court University,260800.0,0.809,1039.0,45458.0,-74.228186,40.099617,100.0
Goldey–Beacom College,Pike Creek Valley,Delaware,Central Atlantic Collegiate Conference,D2,Q14685417,100.0,Goldey-Beacom College,142900.0,0.5521,,39197.0,-75.689624,39.741501,100.0
Harding University,Searcy,Arkansas,Great American Conference,D2,Q5656138,100.0,Harding University,109700.0,0.5507,1207.0,31647.0,-91.726143,35.247386,100.0
Hawai'i Pacific University,Honolulu,Hawai'i,Pacific West Conference,D2,Q1591615,100.0,Hawaii Pacific University,727900.0,0.814,1067.0,47698.0,-157.859645,21.310306,100.0
University of Hawai'i at Hilo,Hilo,Hawai'i,Pacific West Conference,D2,Q2150914,100.0,University of Hawaii at Hilo,161100.0,0.7383,1046.0,20440.0,-155.080847,19.701189,100.0
Holy Family University,Philadelphia,Pennsylvania,Central Atlantic Collegiate Conference,D2,Q3139537,100.0,Holy Family University,327500.0,0.777,979.0,37020.0,-74.986451,40.060581,100.0
University of Illinois at Springfield,Springfield,Illinois,Great Lakes Valley Conference,D2,Q941855,100.0,University of Illinois Springfield,933300.0,0.7733,1107.0,24309.0,-89.616796,39.729524,100.0
University of Indianapolis,Indianapolis,Indiana,Great Lakes Valley Conference,D2,Q7895554,100.0,University of Indianapolis,180400.0,0.8448,1076.0,44681.0,-86.133969,39.709571,100.0
Kentucky Wesleyan College,Owensboro,Kentucky,Great Midwest Athletic Conference,D2,Q1739079,100.0,Kentucky Wesleyan College,196900.0,0.6019,1083.0,40177.0,-87.119658,37.744489,100.0
King University,Bristol,Tennessee,Conference Carolinas,D2,Q6412129,100.0,King University,349600.0,0.6018,1097.0,42662.0,-82.159421,36.585309,100.0
Lake Erie College,Painesville,Ohio,Great Midwest Athletic Conference,D2,Q6475778,59.0,Lake Erie College,306600.0,0.6395,1058.0,45740.0,-81.251817,41.717841,59.0
Lake Erie College,Painesville,Ohio,Great Midwest Athletic Conference,D2,Q6475778,59.0,Lake Erie College of Osteopathic Medicine,3090800.0,,,,-80.105969,42.080699,100.0
Lander University,Greenwood,South Carolina,Peach Belt Conference,D2,Q6484421,100.0,Lander University,343500.0,0.5703,1015.0,24474.0,-82.164736,34.199892,100.0
Le Moyne College,Syracuse,New York,Northeast-10 Conference,D2,Q6506386,83.0,Le Moyne College,274800.0,0.7474,1165.0,49194.0,-76.090435,43.049192,83.0
Le Moyne College,Syracuse,New York,Northeast-10 Conference,D2,Q6506386,83.0,Le Moyne-Owen College,350100.0,0.638,,18056.0,-90.034101,35.118641,98.0
Lee University,Cleveland,Tennessee,Gulf South Conference,D2,Q6515384,100.0,Lee University,350000.0,0.8301,1163.0,31522.0,-84.871399,35.166019,100.0
Lees–McRae College,Banner Elk,North Carolina,Conference Carolinas,D2,Q96508227,50.0,Lees-McRae College,293900.0,0.7329,1068.0,43437.0,-81.873371,36.162477,50.0
Lenoir–Rhyne University,Hickory,North Carolina,South Atlantic Conference,D2,Q6523054,100.0,Lenoir-Rhyne University,294100.0,0.7662,,50232.0,-81.327598,35.739968,100.0
Lewis University,Romeoville,Illinois,Great Lakes Valley Conference,D2,Q6537128,100.0,Lewis University,170700.0,0.6606,1139.0,43255.0,-88.079032,41.605432,100.0
Lincoln Memorial University,Harrogate,Tennessee,South Atlantic Conference,D2,Q14710034,100.0,Lincoln Memorial University,350200.0,0.6853,1118.0,36365.0,-83.660198,36.578508,100.0
Lubbock Christian University,Lubbock,Texas,Lone Star Conference,D2,Q6695115,100.0,Lubbock Christian University,358600.0,0.9651,1097.0,37198.0,-101.934426,33.575973,100.0
Lynn University,Boca Raton,Florida,Sunshine State Conference,D2,Q3269570,100.0,Lynn University,150500.0,0.7868,,55651.0,-80.122806,26.385985,100.0
Malone University,Canton,Ohio,Great Midwest Athletic Conference,D2,Q6744514,100.0,Malone University,307200.0,0.7427,1113.0,44743.0,-81.376863,40.825662,100.0
Mars Hill University,Mars Hill,North Carolina,South Atlantic Conference,D2,Q6773136,100.0,Mars Hill University,294400.0,0.6729,,45406.0,-82.551827,35.82752,100.0
Maryville University,St. Louis,Missouri,Great Lakes Valley Conference,D2,Q6781811,100.0,Maryville University of Saint Louis,248200.0,0.9489,,46850.0,-90.505998,38.644774,100.0
McKendree University,Lebanon,Illinois,Great Lakes Valley Conference,D2,Q12061548,100.0,McKendree University,172200.0,0.7008,1107.0,44383.0,-89.816822,38.608154,100.0
Mercy College,Dobbs Ferry,New York,East Coast Conference,D2,Q16951582,100.0,Mercy College,277200.0,0.8196,1025.0,29754.0,-73.874447,41.021626,100.0
Mercyhurst University,Erie,Pennsylvania,Pennsylvania State Athletic Conference,D2,Q6818830,100.0,Mercyhurst University,329700.0,0.8802,,56266.0,-80.053412,42.10578,100.0
Metropolitan State University of Denver,Denver,Colorado,Rocky Mountain Athletic Conference,D2,Q613736,100.0,Metropolitan State University of Denver,136000.0,0.8333,973.0,19975.0,-105.00504,39.744202,100.0
Midwestern State University,Wichita Falls,Texas,Lone Star Conference,D2,Q1932075,100.0,Midwestern State University,359200.0,0.7096,1009.0,19972.0,-98.519386,33.874809,100.0
Millersville University of Pennsylvania,Millersville,Pennsylvania,Pennsylvania State Athletic Conference,D2,Q6859396,100.0,Millersville University of Pennsylvania,332500.0,0.8455,1095.0,27526.0,-76.357381,40.000337,100.0
Mississippi College,Clinton,Mississippi,Gulf South Conference,D2,Q6879096,100.0,Mississippi College,241500.0,0.2876,1218.0,34918.0,-90.329821,32.335515,100.0
Missouri University of Science and Technology,Rolla,Missouri,Great Lakes Valley Conference,D2,Q4380853,100.0,Missouri University of Science and Technology,251700.0,0.8146,1328.0,23123.0,-91.775583,37.953426,100.0
University of Missouri–St. Louis,St. Louis,Missouri,Great Lakes Valley Conference,D2,Q625103,100.0,University of Missouri-St Louis,251900.0,0.5759,1188.0,24481.0,-90.311091,38.710312,100.0
Molloy University,Rockville Centre,New York,East Coast Conference,D2,Q6896481,43.0,Molloy College,277500.0,0.7414,1172.0,46531.0,-73.626183,40.685941,100.0
Montana State University Billings,Billings,Montana,Great Northwest Athletic Conference,D2,Q6904332,100.0,Montana State University Billings,253000.0,,,16755.0,-108.523009,45.796896,100.0
University of Montevallo,Montevallo,Alabama,Gulf South Conference,D2,Q1698206,100.0,University of Montevallo,100400.0,0.6052,1131.0,26018.0,-86.865099,33.10625,100.0
University of New Haven,West Haven,Connecticut,Northeast-10 Conference,D2,Q917899,100.0,Haven University,4274800.0,,,,-117.939412,33.777392,82.0
University of New Haven,West Haven,Connecticut,Northeast-10 Conference,D2,Q917899,100.0,University of New Haven,139700.0,0.911,1147.0,58438.0,-72.961472,41.291314,100.0
New York Institute of Technology,Old Westbury,New York,East Coast Conference,D2,Q1709596,100.0,New York Institute of Technology,278200.0,0.7468,1190.0,49465.0,-73.6078,40.812447,100.0
Newberry College,Newberry,South Carolina,South Atlantic Conference,D2,Q14709596,100.0,Newberry College,344000.0,0.5659,989.0,42320.0,-81.619777,34.285868,100.0
Newman University,Wichita,Kansas,Great American Conference,D2,Q4710828,100.0,Newman University,193900.0,0.8308,,41633.0,-97.37768,37.672643,100.0
University of North Georgia,Dahlonega,Georgia,Peach Belt Conference,D2,Q7895970,100.0,University of North Georgia,158500.0,0.8145,1097.0,16816.0,-83.985694,34.530219,100.0
North Greenville University,Tigerville,South Carolina,Conference Carolinas,D2,Q7055505,100.0,North Greenville University,344100.0,0.6533,1082.0,37771.0,-82.37026,35.069758,100.0
Northeastern State University,Tahlequah,Oklahoma,Great American Conference,D2,Q3124195,100.0,Northeastern State University,316100.0,0.9949,1069.0,17889.0,-94.967229,35.919939,100.0
Northern Michigan University,Marquette,Michigan,Great Lakes Intercollegiate Athletic Conference,D2,Q624970,100.0,Northern Michigan University,230100.0,0.6689,,23578.0,-87.406568,46.559751,100.0
Northwest Nazarene University,Nampa,Idaho,Great Northwest Athletic Conference,D2,Q7060132,100.0,Northwest Nazarene University,162400.0,0.7683,1098.0,42068.0,-116.565783,43.562411,100.0
Northwood University,Midland,Michigan,Great Midwest Athletic Conference,D2,Q7060498,100.0,Northwood University,407200.0,0.768,1093.0,41997.0,-84.27682,43.628717,100.0
Notre Dame College,South Euclid,Ohio,Mountain East Conference,D2,Q7063389,100.0,Notre Dame College,308500.0,0.8743,,43425.0,-81.516617,41.506894,100.0
Nova Southeastern University,Davie,Florida,Sunshine State Conference,D2,Q1798499,100.0,Nova Southeastern University,150900.0,0.7624,1145.0,50429.0,-80.24248,26.079337,100.0
Ohio Dominican University,Columbus,Ohio,Great Midwest Athletic Conference,D2,Q7080808,100.0,Ohio Dominican University,303500.0,0.495,,42524.0,-82.940689,39.992764,100.0
Oklahoma Baptist University,Shawnee,Oklahoma,Great American Conference,D2,Q367774,100.0,Oklahoma Baptist University,316400.0,0.5821,1138.0,42983.0,-96.932459,35.360492,100.0
Oklahoma Christian University,Oklahoma City,Oklahoma,Lone Star Conference,D2,Q7082127,100.0,Oklahoma Christian University,316500.0,0.6121,1162.0,37015.0,-97.469526,35.611412,100.0
Ouachita Baptist University,Arkadelphia,Arkansas,Great American Conference,D2,Q7110141,100.0,Ouachita Baptist University,110200.0,0.6177,1203.0,40200.0,-93.052471,34.126093,100.0
Palm Beach Atlantic University,West Palm Beach,Florida,Sunshine State Conference,D2,Q7127976,100.0,Palm Beach Atlantic University,884900.0,0.9171,1127.0,49839.0,-80.05247,26.7044,100.0
Pennsylvania Western University California,California,Pennsylvania,Pennsylvania State Athletic Conference,D2,Q5021159,100.0,California University of Pennsylvania,331600.0,0.9432,1024.0,25716.0,-79.88679,40.064964,100.0
University of Pittsburgh at Johnstown,Johnstown,Pennsylvania,Pennsylvania State Athletic Conference,D2,Q7896148,100.0,University of Pittsburgh-Johnstown,337902.0,0.6818,1290.0,27031.0,-78.834163,40.265957,100.0
Point Loma Nazarene University,San Diego,California,Pacific West Conference,D2,Q7208069,100.0,Point Loma Nazarene University,126200.0,0.8355,1210.0,53045.0,-117.250265,32.718391,100.0
Post University,Waterbury,Connecticut,Central Atlantic Collegiate Conference,D2,Q4374296,100.0,Post University,140100.0,,,30161.0,-73.081497,41.535549,100.0
Purdue University Northwest,Hammond,Indiana,Great Lakes Intercollegiate Athletic Conference,D2,Q20709782,100.0,Purdue University Northwest,182700.0,0.3028,1071.0,17408.0,-87.474236,41.584324,100.0
Queens College,Flushing,New York,East Coast Conference,D2,Q1760438,100.0,CUNY Queens College,269000.0,0.5349,1122.0,13768.0,-73.816098,40.735182,100.0
Quincy University,Quincy,Illinois,Great Lakes Valley Conference,D2,Q7272195,100.0,Quincy University,174500.0,0.6713,1106.0,41831.0,-91.385975,39.938898,100.0
Regis University,Denver,Colorado,Rocky Mountain Athletic Conference,D2,Q649299,100.0,Regis University,136300.0,0.782,1143.0,51593.0,-105.030756,39.788175,100.0
Regis University,Denver,Colorado,Rocky Mountain Athletic Conference,D2,Q649299,100.0,Regis College,220600.0,0.8408,,61605.0,-71.310561,42.351291,100.0
Regis University,Denver,Colorado,Rocky Mountain Athletic Conference,D2,Q649299,100.0,Denver College of Nursing,4148300.0,,,,-104.994725,39.75303,55.0
Roberts Wesleyan College,North Chili,New York,East Coast Conference,D2,Q7352053,100.0,Roberts Wesleyan College,280500.0,0.7581,1146.0,45599.0,-77.798498,43.125755,100.0
Rockhurst University,Kansas City,Missouri,Great Lakes Valley Conference,D2,Q5594651,100.0,Rockhurst University,249900.0,0.7289,1167.0,53221.0,-94.573003,39.032318,100.0
Rogers State University,Claremore,Oklahoma,Great American Conference,D2,Q13582663,100.0,Eastern Oklahoma State College,315500.0,,,12523.0,-95.328995,34.914079,64.0
Rogers State University,Claremore,Oklahoma,Great American Conference,D2,Q13582663,100.0,Rogers State University,316800.0,,,20029.0,-95.635718,36.321437,100.0
Rollins College,Winter Park,Florida,Sunshine State Conference,D2,Q2164222,100.0,Rollins College,151500.0,0.6081,,66805.0,-81.349239,28.592787,100.0
Saginaw Valley State University,University Center,Michigan,Great Lakes Intercollegiate Athletic Conference,D2,Q7399281,100.0,Saginaw Valley State University,231400.0,0.8946,1086.0,22353.0,-83.964273,43.51176,100.0
Saint Anselm College,Goffstown,New Hampshire,Northeast-10 Conference,D2,Q3463654,100.0,Saint Anselm College,258700.0,0.7615,1230.0,61163.0,-71.503622,42.986889,100.0
St. Cloud State University,St. Cloud,Minnesota,Northern Sun Intercollegiate Conference,D2,Q1136874,100.0,Saint Cloud State University,237700.0,0.7322,1087.0,19635.0,-94.152657,45.553227,100.0
Saint Leo University,St. Leo,Florida,Sunshine State Conference,D2,Q892503,100.0,Saint Leo University,152600.0,0.73,,38890.0,-82.257801,28.336776,100.0
Saint Martin's University,Lacey,Washington,Great Northwest Athletic Conference,D2,Q7401787,100.0,Saint Martin's University,379400.0,0.9419,1043.0,52603.0,-122.816354,47.041068,100.0
St. Mary's University,San Antonio,Texas,Lone Star Conference,D2,Q1255772,100.0,Saint Mary's College,183600.0,0.8151,1189.0,58956.0,-86.256947,41.707274,100.0
St. Mary's University,San Antonio,Texas,Lone Star Conference,D2,Q1255772,100.0,College of Saint Mary,254000.0,0.5,,31250.0,-96.021425,41.240028,93.0
St. Mary's University,San Antonio,Texas,Lone Star Conference,D2,Q1255772,100.0,St. Mary's University,362300.0,0.8543,1127.0,42354.0,-98.562778,29.453244,100.0
Saint Michael's College,Colchester,Vermont,Northeast-10 Conference,D2,Q2212983,100.0,Saint Michael's College,369400.0,0.8781,,61892.0,-73.167069,44.494558,100.0
College of Saint Rose,Albany,New York,Northeast-10 Conference,D2,Q7726778,100.0,The College of Saint Rose,270500.0,0.8188,,48125.0,-73.786661,42.664297,100.0
St. Thomas Aquinas College,Sparkill,New York,East Coast Conference,D2,Q7591912,100.0,St. Thomas Aquinas College,283200.0,0.8684,1036.0,47572.0,-73.936799,41.041576,100.0
Salem University,Salem,West Virginia,Independent,D2,Q7404130,100.0,Salem University,382000.0,,,27336.0,-80.571767,39.288632,100.0
San Francisco State University,San Francisco,California,California Collegiate Athletic Association,D2,Q1256981,100.0,San Francisco State University,115400.0,0.8409,1030.0,24513.0,-122.476799,37.721224,100.0
Seattle Pacific University,Seattle,Washington,Great Northwest Athletic Conference,D2,Q2904851,100.0,Seattle Pacific University,378800.0,0.9062,1109.0,60834.0,-122.361667,47.650214,100.0
Seattle Pacific University,Seattle,Washington,Great Northwest Athletic Conference,D2,Q2904851,100.0,University of Washington-Seattle Campus,379800.0,0.5973,1306.0,26825.0,-122.30514,47.65538,67.0
Seton Hill University,Greensburg,Pennsylvania,Pennsylvania State Athletic Conference,D2,Q1949773,100.0,Seton Hill University,336200.0,0.7867,,50395.0,-79.557433,40.309407,100.0
Shaw University,Raleigh,North Carolina,Independent,D2,Q3443493,100.0,Shaw University,296200.0,0.7056,,29686.0,-78.637693,35.771181,100.0
Shepherd University,Shepherdstown,West Virginia,Pennsylvania State Athletic Conference,D2,Q7494490,100.0,Shepherd University,382200.0,0.977,,17759.0,-77.804101,39.433071,100.0
Shepherd University,Shepherdstown,West Virginia,Pennsylvania State Athletic Conference,D2,Q7494490,100.0,Shepherds College,4193800.0,0.9592,,,-88.062268,42.680369,97.0
Shippensburg University of Pennsylvania,Shippensburg,Pennsylvania,Pennsylvania State Athletic Conference,D2,Q7498066,100.0,Shippensburg University of Pennsylvania,332600.0,0.9392,1042.0,29182.0,-77.522335,40.057933,100.0
Shorter University,Rome,Georgia,Gulf South Conference,D2,Q7502154,100.0,Shorter University,159100.0,0.7093,1071.0,34403.0,-85.196529,34.257543,100.0
Simon Fraser University,Burnaby,British Columbia,Great Northwest Athletic Conference,D2,Q201603,100.0,,,,,,,,
Slippery Rock University of Pennsylvania,Slippery Rock,Pennsylvania,Pennsylvania State Athletic Conference,D2,Q1799642,100.0,Slippery Rock University of Pennsylvania,332700.0,0.7398,1075.0,24600.0,-80.045965,41.062719,100.0
Sonoma State University,Rohnert Park,California,California Collegiate Athletic Association,D2,Q624571,100.0,Sonoma State University,115600.0,0.8912,1050.0,26537.0,-122.677066,38.340274,100.0
University of South Carolina Aiken,Aiken,South Carolina,Peach Belt Conference,D2,Q7896316,100.0,University of South Carolina Aiken,344900.0,0.5588,1062.0,20735.0,-81.767612,33.572704,100.0
South Dakota School of Mines and Technology,Rapid City,South Dakota,Rocky Mountain Athletic Conference,D2,Q7566983,100.0,South Dakota School of Mines and Technology,347000.0,0.8555,1266.0,25078.0,-103.205753,44.075439,100.0
Southern Connecticut State University,New Haven,Connecticut,Northeast-10 Conference,D2,Q1253123,100.0,Southern Connecticut State University,140600.0,0.7968,,25413.0,-72.947897,41.333225,100.0
Southern Nazarene University,Bethany,Oklahoma,Great American Conference,D2,Q7570171,100.0,Southern Nazarene University,314900.0,,,38327.0,-97.629504,35.513295,100.0
Southern New Hampshire University,Manchester,New Hampshire,Northeast-10 Conference,D2,Q3445256,100.0,Southern New Hampshire University,258000.0,0.9354,,50505.0,-71.451842,43.038922,100.0
Southern Wesleyan University,Central,South Carolina,Conference Carolinas,D2,Q5220742,100.0,Southern Wesleyan University,342200.0,0.5575,1079.0,35949.0,-82.761586,34.728068,100.0
Southwest Baptist University,Bolivar,Missouri,Great Lakes Valley Conference,D2,Q7571224,100.0,Southwest Baptist University,250200.0,0.7335,1110.0,35243.0,-93.407056,37.602425,100.0
Spring Hill College,Mobile,Alabama,Gulf South Conference,D2,Q5591503,100.0,Spring Hill College,104100.0,0.5416,1125.0,55844.0,-88.138199,30.694751,100.0
College of Staten Island,Staten Island,New York,East Coast Conference,D2,Q5146845,100.0,College of Staten Island CUNY,269800.0,,,15176.0,-74.14849,40.601831,100.0
University of Tampa,Tampa,Florida,Sunshine State Conference,D2,Q751289,100.0,The University of Tampa,153800.0,0.5551,1174.0,46341.0,-82.46483,27.948455,100.0
Texas A&M International University,Laredo,Texas,Lone Star Conference,D2,Q7707466,100.0,Texas A & M International University,965100.0,0.5893,995.0,13408.0,-99.436043,27.571172,100.0
University of Texas Permian Basin,Odessa,Texas,Lone Star Conference,D2,Q2495935,100.0,The University of Texas Permian Basin,993000.0,0.879,1015.0,17323.0,-102.329634,31.889509,96.0
University of Texas at Tyler,Tyler,Texas,Lone Star Conference,D2,Q212528,100.0,The University of Texas at Tyler,1116300.0,0.9163,1135.0,20730.0,-95.254337,32.315772,93.0
Thomas Jefferson University,Philadelphia,Pennsylvania,Central Atlantic Collegiate Conference,D2,Q2471216,100.0,Jefferson College,246800.0,,,12752.0,-90.558954,38.259889,81.0
Thomas Jefferson University,Philadelphia,Pennsylvania,Central Atlantic Collegiate Conference,D2,Q2471216,100.0,Thomas Jefferson University,1239300.0,0.6984,1179.0,60290.0,-75.158266,39.948274,100.0
Thomas More University,Crestview Hills,Kentucky,Great Midwest Athletic Conference,D2,Q7792539,100.0,Thomas More University,200100.0,0.9191,,42003.0,-84.568923,39.022963,100.0
Tiffin University,Tiffin,Ohio,Great Midwest Athletic Conference,D2,Q13311081,100.0,Tiffin University,312100.0,0.6247,,41055.0,-83.184197,41.118316,100.0
Trevecca Nazarene University,Nashville,Tennessee,Great Midwest Athletic Conference,D2,Q7838935,100.0,Trevecca Nazarene University,352600.0,0.6283,1138.0,34473.0,-86.754238,36.141324,100.0
Truman State University,Kirksville,Missouri,Great Lakes Valley Conference,D2,Q7847734,100.0,Truman State University,249500.0,0.721,1278.0,21640.0,-92.581658,40.188267,100.0
Tusculum College,Greeneville,Tennessee,South Atlantic Conference,D2,Q4564294,100.0,Tusculum University,352700.0,0.6715,1067.0,39440.0,-82.760818,36.172435,46.0
Union University,Jackson,Tennessee,Gulf South Conference,D2,Q931442,100.0,Union University,352800.0,0.5753,1242.0,54324.0,-88.858524,35.676896,100.0
Upper Iowa University,Fayette,Iowa,Great Lakes Valley Conference,D2,Q7898705,100.0,Upper Iowa University,189300.0,0.653,1035.0,45237.0,-91.799543,42.838283,100.0
Walsh University,North Canton,Ohio,Great Midwest Athletic Conference,D2,Q3444269,100.0,Walsh College,407100.0,,,,-83.147197,42.573888,100.0
Walsh University,North Canton,Ohio,Great Midwest Athletic Conference,D2,Q3444269,100.0,Walsh University,313500.0,0.7656,1126.0,42869.0,-81.369931,40.873908,100.0
University of West Alabama,Livingston,Alabama,Gulf South Conference,D2,Q637346,100.0,University of West Alabama,102400.0,0.9313,1035.0,22645.0,-88.186329,32.588132,100.0
West Chester University,West Chester,Pennsylvania,Pennsylvania State Athletic Conference,D2,Q3443893,100.0,West Chester University of Pennsylvania,332800.0,0.8625,1100.0,26114.0,-75.59812,39.953398,100.0
University of West Florida,Pensacola,Florida,Gulf South Conference,D2,Q659255,100.0,The University of West Florida,395500.0,0.5756,1168.0,17716.0,-87.218511,30.549076,93.0
West Liberty University,West Liberty,West Virginia,Mountain East Conference,D2,Q7985746,100.0,West Liberty University,382300.0,0.6844,1039.0,22361.0,-80.602256,40.164417,100.0
West Texas A&M University,Canyon,Texas,Lone Star Conference,D2,Q7986651,100.0,West Texas A & M University,366500.0,0.5825,1046.0,20456.0,-101.914736,34.982789,100.0
West Virginia Wesleyan College,Buckhannon,West Virginia,Mountain East Conference,D2,Q12010547,100.0,West Virginia Wesleyan College,383000.0,0.6572,1020.0,46187.0,-80.218969,38.990661,100.0
Western Washington University,Bellingham,Washington,Great Northwest Athletic Conference,D2,Q284777,100.0,Western Washington University,380200.0,0.9351,1184.0,24465.0,-122.485734,48.737812,100.0
Westminster College,Salt Lake City,Utah,Rocky Mountain Athletic Conference,D2,Q5407122,100.0,Westminster College,252300.0,0.9743,1136.0,44500.0,-91.955273,38.849354,100.0
Westminster College,Salt Lake City,Utah,Rocky Mountain Athletic Conference,D2,Q5407122,100.0,Westminster College,339200.0,0.7651,,49932.0,-80.331017,41.119272,100.0
Westminster College,Salt Lake City,Utah,Rocky Mountain Athletic Conference,D2,Q5407122,100.0,Westminster College,368100.0,0.8745,1205.0,49060.0,-111.855757,40.730779,100.0
Westmont College,Santa Barbara,California,Pacific West Conference,D2,Q3444458,100.0,Westmont College,134100.0,0.7016,1259.0,64240.0,-119.662517,34.450151,100.0
Wheeling University,Wheeling,West Virginia,Mountain East Conference,D2,Q2566683,100.0,Wheeling University,383100.0,0.7682,1009.0,41651.0,-80.690804,40.070873,100.0
William Jewell College,Liberty,Missouri,Great Lakes Valley Conference,D2,Q3307837,100.0,William Jewell College,252400.0,0.364,1168.0,49150.0,-94.413126,39.247844,100.0
Wilmington University,New Castle,Delaware,Central Atlantic Collegiate Conference,D2,Q13564053,100.0,Wilmington University,794800.0,,,18524.0,-75.586998,39.682299,100.0
Wingate University,Wingate,North Carolina,South Atlantic Conference,D2,Q8025153,100.0,Wingate University,298500.0,0.7327,,49769.0,-80.44305,34.986064,100.0
University of Wisconsin–Parkside,Kenosha,Wisconsin,Great Lakes Valley Conference,D2,Q2590739,100.0,University of Wisconsin-Parkside,501500.0,0.6631,1050.0,16320.0,-87.855231,42.647718,100.0
Young Harris College,Young Harris,Georgia,Conference Carolinas,D2,Q14686966,100.0,Young Harris College,160400.0,0.6503,1065.0,44203.0,-83.84587,34.933523,100.0
Agnes Scott College,Decatur,Georgia,Collegiate Conference of the South,D3,Q2826926,100.0,Agnes Scott College,154200.0,0.6752,,55403.0,-84.295459,33.769268,100.0
Albion College,Albion,Michigan,Michigan Intercollegiate Athletic Association,D3,Q2831920,100.0,Albion College,223500.0,0.7444,1062.0,62041.0,-84.745639,42.245049,100.0
Albright College,Reading,Pennsylvania,MAC Commonwealth,D3,Q4564494,100.0,Albright College,322900.0,0.821,,40300.0,-75.909742,40.361351,100.0
Alfred University,Alfred,New York,Empire 8,D3,Q3446091,100.0,Alfred University,266800.0,0.6411,1102.0,50643.0,-77.788106,42.254476,100.0
Allegheny College,Meadville,Pennsylvania,Presidents' Athletic Conference,D3,Q4062566,100.0,Allegheny College,323000.0,0.7315,1260.0,64901.0,-80.147168,41.64869,100.0
Alma College,Alma,Michigan,Michigan Intercollegiate Athletic Association,D3,Q4733528,100.0,Alma College,223600.0,0.6673,,55662.0,-84.672053,43.38004,100.0
Alvernia University,Reading,Pennsylvania,MAC Commonwealth,D3,Q4737977,100.0,Alvernia University,323300.0,0.7002,,49990.0,-75.936754,40.310028,100.0
Alverno College,Milwaukee,Wisconsin,Northern Athletics Collegiate Conference,D3,Q4737981,100.0,Alverno College,383200.0,0.7823,,40724.0,-87.965174,42.982842,100.0
Amherst College,Amherst,Massachusetts,New England Small College Athletic Conference,D3,Q49165,100.0,Amherst College,211500.0,0.1183,1497.0,76750.0,-72.518493,42.372459,100.0
Anderson University,Anderson,Indiana,Heartland Collegiate Athletic Conference,D3,Q4754215,100.0,Anderson University,178500.0,0.665,1071.0,44342.0,-85.664315,40.112768,100.0
Anderson University,Anderson,Indiana,Heartland Collegiate Athletic Conference,D3,Q4754215,100.0,Anderson University,341800.0,0.592,,44481.0,-82.640358,34.5152,100.0
Anna Maria College,Paxton,Massachusetts,Great Northeast Athletic Conference,D3,Q4767291,100.0,Anna Maria College,211700.0,0.8607,,52919.0,-71.91896,42.330542,100.0
Arcadia University,Glenside,Pennsylvania,MAC Freedom,D3,Q4785174,100.0,Arcadia University,323500.0,0.7363,1138.0,59684.0,-75.163876,40.092606,100.0
Asbury University,Wilmore,Kentucky,Independent,D3,Q4803762,100.0,Asbury University,195200.0,0.7515,1203.0,42462.0,-84.662606,37.862029,100.0
Augsburg University,Minneapolis,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q616905,100.0,Augsburg University,233400.0,0.7312,1050.0,54069.0,-93.240436,44.966307,100.0
Augustana College,Rock Island,Illinois,College Conference of Illinois and Wisconsin,D3,Q3298337,100.0,Augustana College,163300.0,0.5735,,55924.0,-90.55057,41.502365,100.0
Aurora University,Aurora,Illinois,Northern Athletics Collegiate Conference,D3,Q777323,100.0,Aurora University,163400.0,0.8395,1066.0,35658.0,-88.349023,41.753631,100.0
Austin College,Sherman,Texas,Southern Collegiate Athletic Conference,D3,Q4823037,100.0,Austin College,354300.0,0.4928,1220.0,56377.0,-96.596331,33.646345,100.0
Averett University,Danville,Virginia,Old Dominion Athletic Conference,D3,Q4828300,100.0,Averett University,370200.0,0.6768,984.0,47321.0,-79.413203,36.577287,100.0
Baldwin Wallace University,Berea,Ohio,Ohio Athletic Conference,D3,Q1805202,100.0,Baldwin Wallace University,301400.0,0.6982,1176.0,48655.0,-81.851145,41.373017,100.0
Bard College,Annandale-on-Hudson,New York,Liberty League,D3,Q49109,100.0,Bard College,267100.0,0.5741,,74464.0,-73.909927,42.020386,100.0
Baruch College,New York,New York,City University of New York Athletic Conference,D3,Q809633,100.0,CUNY Bernard M Baruch College,727300.0,0.4071,1268.0,13569.0,-73.983417,40.740238,91.0
Bates College,Lewiston,Maine,New England Small College Athletic Conference,D3,Q810771,100.0,Bates College,203600.0,0.141,,73538.0,-70.203333,44.105299,100.0
Belhaven University,Jackson,Mississippi,Collegiate Conference of the South,D3,Q4882717,100.0,Belhaven University,239700.0,0.4954,1083.0,35975.0,-90.169228,32.318415,100.0
Beloit College,Beloit,Wisconsin,Midwest Conference,D3,Q2904557,100.0,Beloit College,383500.0,0.5834,,63398.0,-89.029285,42.504022,100.0
Benedictine University,Lisle,Illinois,Northern Athletics Collegiate Conference,D3,Q4887352,100.0,Benedictine University,176700.0,0.6099,1097.0,46006.0,-88.097307,41.777569,100.0
Berea College,Berea,Kentucky,Collegiate Conference of the South,D3,Q846859,100.0,Berea College,195500.0,0.3296,1189.0,54866.0,-84.292893,37.57202,100.0
