School,City,State,Conference,Division,WikidataID,Score,School_doe,OPEID,AdmissionRate,SAT,Cost,Longitude,Latitude,Score_doe
Linfield University,McMinnville,Oregon,Northwest Conference,D3,Q6553672,100.0,Linfield University-McMinnville Campus,319800.0,0.8018,1143.0,58485.0,-123.199642,45.201173,67.0
Luther College,Decorah,Iowa,American Rivers Conference,D3,Q6705529,100.0,Luther College,187400.0,0.6429,1229.0,57885.0,-91.802809,43.312304,100.0
Lycoming College,Williamsport,Pennsylvania,MAC Freedom(Landmark Conference in 2023),D3,Q6707331,100.0,Lycoming College,329300.0,0.6548,1117.0,57132.0,-77.0,41.24666,100.0
Lynchburg College,Lynchburg,Virginia,Old Dominion Athletic Conference,D3,Q1468607,81.0,Liberty University,2053000.0,0.5013,1172.0,40567.0,-79.18222,37.350232,100.0
Lyon College,Batesville,Arkansas,Independent (St. Louis Intercollegiate Athletic Conference in 2023),D3,Q1795504,63.0,Lyon College,108800.0,0.5015,1198.0,41396.0,-91.625354,35.777619,63.0
Macalester College,St. Paul,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q1141571,100.0,Macalester College,235800.0,0.3869,1390.0,71053.0,-93.168053,44.938565,100.0
University of Maine at Farmington,Farmington,Maine,North Atlantic Conference,D3,Q7895656,100.0,University of Maine at Farmington,204000.0,0.9461,,22802.0,-70.147121,44.666911,100.0
Maine Maritime Academy,Castine,Maine,North Atlantic Conference,D3,Q5978689,100.0,Maine Maritime Academy,204400.0,0.5214,1085.0,28208.0,-68.804347,44.389654,100.0
University of Maine at Presque Isle,Presque Isle,Maine,North Atlantic Conference,D3,Q7895658,100.0,University of Maine at Presque Isle,203300.0,0.99,,17586.0,-68.016343,46.672285,100.0
Manchester University,North Manchester,Indiana,Heartland Collegiate Athletic Conference,D3,Q230899,100.0,Manchester University,182000.0,0.7038,,45489.0,-85.762643,41.010549,100.0
Manhattanville College,Purchase,New York,Skyline Conference,D3,Q14706889,100.0,Manhattanville College,276000.0,0.8981,,51214.0,-73.715645,41.032187,100.0
Maranatha Baptist University,Watertown,Wisconsin,Independent,D3,Q14714528,100.0,Maranatha Baptist University,2317200.0,0.805,1192.0,27793.0,-88.737016,43.195013,100.0
Marian University,Fond du Lac,Wisconsin,Northern Athletics Collegiate Conference,D3,Q6761994,100.0,Marian University,182100.0,0.6424,,49112.0,-86.202643,39.813233,100.0
Marian University,Fond du Lac,Wisconsin,Northern Athletics Collegiate Conference,D3,Q6761994,100.0,Marian University,386100.0,0.6767,1028.0,38372.0,-88.420638,43.777411,100.0
Marietta College,Marietta,Ohio,Ohio Athletic Conference,D3,Q6763222,100.0,Marietta College,307300.0,0.7391,1120.0,49601.0,-81.450045,39.41668,100.0
Martin Luther College,New Ulm,Minnesota,Upper Midwest Athletic Conference,D3,Q7974252,47.0,Martin Luther College,236100.0,0.8731,1185.0,27230.0,-94.472326,44.30526,47.0
University of Mary Hardin–Baylor,Belton,Texas,American Southwest Conference,D3,Q7895673,100.0,University of Mary Hardin-Baylor,358800.0,0.903,1105.0,42812.0,-97.463471,31.066793,100.0
University of Mary Washington,Fredericksburg,Virginia,Coast to Coast Athletic Conference,D3,Q657374,100.0,University of Mary Washington,374600.0,0.7549,1195.0,28327.0,-77.476055,38.302492,100.0
Marymount University,Arlington,Virginia,Atlantic East Conference,D3,Q14712798,100.0,Marymount University,372400.0,0.8526,1089.0,47495.0,-77.128785,38.905562,100.0
Maryville College,Maryville,Tennessee,Collegiate Conference of the South,D3,Q4309890,100.0,Maryville College,350500.0,0.6211,1159.0,49603.0,-83.964223,35.751505,100.0
Marywood University,Scranton,Pennsylvania,Atlantic East Conference,D3,Q6781819,100.0,Marywood University,329600.0,0.8203,1102.0,49609.0,-75.634142,41.434587,100.0
University of Massachusetts Boston,Boston,Massachusetts,Little East Conference,D3,Q15144,100.0,University of Massachusetts-Boston,222200.0,0.7968,,28910.0,-71.036865,42.312881,100.0
Massachusetts College of Liberal Arts,North Adams,Massachusetts,Massachusetts State Collegiate Athletic Conference,D3,Q6784220,100.0,Massachusetts College of Liberal Arts,218700.0,0.8768,1066.0,24458.0,-73.102817,42.691361,100.0
University of Massachusetts Dartmouth,Dartmouth,Massachusetts,Little East Conference,D3,Q4118040,100.0,University of Massachusetts-Dartmouth,221000.0,0.7618,1094.0,28948.0,-71.004552,41.62869,100.0
Massachusetts Institute of Technology,Cambridge,Massachusetts,New England Women's and Men's Athletic Conference,D3,Q49108,100.0,Massachusetts Institute of Technology,217800.0,0.0726,1550.0,73160.0,-71.093226,42.359243,100.0
Massachusetts Institute of Technology,Cambridge,Massachusetts,New England Women's and Men's Athletic Conference,D3,Q49108,100.0,Divers Institute of Technology,1148100.0,,,,-122.340894,47.647402,69.0
McDaniel College,Westminster,Maryland,Centennial Conference,D3,Q6800835,100.0,McDaniel College,210900.0,0.8113,,58638.0,-77.001992,39.584231,100.0
McMurry University,Abilene,Texas,American Southwest Conference(Southern Collegiate Athletic Conference in 2024),D3,Q6802425,100.0,McMurry University,359100.0,0.4739,1041.0,41764.0,-99.748682,32.429776,100.0
Medaille College,Buffalo,New York,Empire 8,D3,Q6804993,100.0,Medaille College,277700.0,0.718,,36840.0,-78.855941,42.92856,100.0
Medgar Evers College,Brooklyn,New York,City University of New York Athletic Conference,D3,Q6805332,100.0,CUNY Medgar Evers College,1009700.0,0.7848,,15448.0,-73.957076,40.666256,89.0
Meredith College,Raleigh,North Carolina,USA South Athletic Conference,D3,Q6818913,100.0,Meredith College,294500.0,0.7162,1111.0,50390.0,-78.689995,35.799351,100.0
Messiah University,Grantham,Pennsylvania,MAC Commonwealth,D3,Q3307047,100.0,Messiah University,329800.0,0.7752,1205.0,49864.0,-76.988269,40.156579,100.0
Methodist University,Fayetteville,North Carolina,USA South Athletic Conference,D3,Q6823850,100.0,Methodist College,622800.0,0.875,1000.0,30504.0,-89.682864,40.7804,100.0
Methodist University,Fayetteville,North Carolina,USA South Athletic Conference,D3,Q6823850,100.0,Methodist University,294600.0,0.7588,1050.0,55751.0,-78.874426,35.135058,100.0
Middlebury College,Middlebury,Vermont,New England Small College Athletic Conference,D3,Q1357891,100.0,Middlebury College,369100.0,0.2204,1444.0,74248.0,-73.176068,44.009117,100.0
Millikin University,Decatur,Illinois,College Conference of Illinois and Wisconsin,D3,Q3893320,100.0,Millikin University,172400.0,0.7115,1097.0,49304.0,-88.976298,39.842612,100.0
Millsaps College,Jackson,Mississippi,Southern Athletic Association,D3,Q6860022,100.0,Millsaps College,241400.0,0.6981,1184.0,57996.0,-90.179957,32.322746,100.0
Milwaukee School of Engineering,Milwaukee,Wisconsin,Northern Athletics Collegiate Conference,D3,Q1538982,100.0,Milwaukee School of Engineering,386800.0,0.6009,1294.0,53885.0,-87.907691,43.045364,100.0
University of Minnesota Morris,Morris,Minnesota,Upper Midwest Athletic Conference,D3,Q3551758,100.0,University of Minnesota-Morris,238900.0,0.6465,1199.0,24636.0,-95.899729,45.589775,100.0
Misericordia University,Dallas,Pennsylvania,MAC Freedom,D3,Q6875342,100.0,Misericordia University,324700.0,0.8329,,48844.0,-75.971541,41.345277,100.0
Mississippi University for Women,Columbus,Mississippi,St. Louis Intercollegiate Athletic Conference,D3,Q3468084,100.0,Mississippi University for Women,242200.0,0.9903,1106.0,20684.0,-88.418601,33.493305,100.0
Mitchell College,New London,Connecticut,New England Collegiate Conference(Great Northeast Athletic Conference in 2023),D3,Q4296923,100.0,Mitchell College,139300.0,0.7422,,48699.0,-72.09523,41.328013,100.0
Montclair State University,Montclair,New Jersey,New Jersey Athletic Conference,D3,Q5018694,100.0,Montclair State University,261700.0,0.8266,,26067.0,-74.198141,40.860414,100.0
Moravian College,Bethlehem,Pennsylvania,Landmark Conference,D3,Q4571902,100.0,Moravian University,330100.0,0.801,,59553.0,-75.383638,40.630947,100.0
Mount Aloysius College,Cresson,Pennsylvania,Allegheny Mountain Collegiate Conference,D3,Q15256672,100.0,Mount Aloysius College,330200.0,0.9524,,36886.0,-78.600898,40.459679,100.0
Mount Holyoke College,South Hadley,Massachusetts,New England Women's and Men's Athletic Conference,D3,Q1140542,100.0,Mount Holyoke College,219200.0,0.5247,1367.0,69578.0,-72.575511,42.256838,100.0
Mount Mary University,Milwaukee,Wisconsin,Coast to Coast Athletic Conference,D3,Q6922044,100.0,Mount Mary University,386900.0,0.5301,984.0,44284.0,-88.030732,43.072507,100.0
Mount Saint Mary College,Newburgh,New York,Skyline Conference,D3,Q6923797,89.0,Mount Saint Mary College,277800.0,0.9017,1080.0,47103.0,-74.012655,41.513872,89.0
Mount Saint Mary College,Newburgh,New York,Skyline Conference,D3,Q6923797,89.0,Mount Saint Mary's University - Doheny Campus,124301.0,0.8933,1014.0,,,,81.0
College of Mount Saint Vincent,The Bronx,New York,Skyline Conference,D3,Q2982993,100.0,College of Mount Saint Vincent,270300.0,0.9268,1002.0,51240.0,-73.908887,40.913657,100.0
University of Mount Union,Alliance,Ohio,Ohio Athletic Conference,D3,Q3551642,100.0,University of Mount Union,308300.0,0.7741,1107.0,44497.0,-81.111029,40.905256,100.0
Muhlenberg College,Allentown,Pennsylvania,Centennial Conference,D3,Q1951942,100.0,Muhlenberg College,330400.0,0.6218,1280.0,69413.0,-75.508502,40.596416,100.0
Muskingum University,New Concord,Ohio,Ohio Athletic Conference,D3,Q6942807,100.0,Muskingum University,308400.0,0.7966,,41716.0,-81.737127,39.996585,100.0
Nazareth College,Pittsford,New York,Empire 8,D3,Q6983311,100.0,Nazareth College,277900.0,0.7568,,51405.0,-77.518579,43.101576,100.0
Nebraska Wesleyan University,Lincoln,Nebraska,American Rivers Conference,D3,Q6984798,100.0,Nebraska Wesleyan University,255500.0,0.6953,1222.0,48718.0,-96.64831,40.839098,100.0
Neumann University,Aston,Pennsylvania,Atlantic East Conference,D3,Q7001944,100.0,Neumann University,398800.0,0.8034,991.0,50640.0,-75.440022,39.874876,100.0
New England College,Henniker,New Hampshire,New England Collegiate Conference(Great Northeast Athletic Conference in 2023),D3,Q12966654,100.0,New England College,257900.0,0.9625,,57285.0,-71.822282,43.176403,100.0
University of New England,Biddeford,Maine,Commonwealth Coast Conference,D3,Q1814435,100.0,University of New England,205000.0,0.8726,,56844.0,-70.38535,43.458591,100.0
The College of New Jersey,Ewing,New Jersey,New Jersey Athletic Conference,D3,Q21578,91.0,Princeton University,262700.0,0.0563,1506.0,74150.0,-74.659365,40.348732,100.0
The College of New Jersey,Ewing,New Jersey,New Jersey Athletic Conference,D3,Q21578,91.0,The College of New Jersey,264200.0,0.5125,1240.0,35502.0,-74.778791,40.268651,91.0
The College of New Jersey,Ewing,New Jersey,New Jersey Athletic Conference,D3,Q21578,91.0,Jersey College,4134100.0,0.3425,,,-74.057936,40.862137,80.0
The College of New Jersey,Ewing,New Jersey,New Jersey Athletic Conference,D3,Q21578,91.0,Jersey College,4134101.0,0.3425,,,,,80.0
The College of New Jersey,Ewing,New Jersey,New Jersey Athletic Conference,D3,Q21578,91.0,Jersey College,4134102.0,0.3425,,,,,80.0
The College of New Jersey,Ewing,New Jersey,New Jersey Athletic Conference,D3,Q21578,91.0,Jersey College,4134103.0,0.3425,,,,,80.0
The College of New Jersey,Ewing,New Jersey,New Jersey Athletic Conference,D3,Q21578,91.0,Jersey College,4134104.0,0.3425,,,,,80.0
The College of New Jersey,Ewing,New Jersey,New Jersey Athletic Conference,D3,Q21578,91.0,Jersey College,4134105.0,0.3425,,,,,80.0
New Jersey City University,Jersey City,New Jersey,New Jersey Athletic Conference,D3,Q11991254,100.0,New Jersey City University,261300.0,0.9633,,25328.0,-74.08727,40.709937,100.0
State University of New York at Brockport,Brockport,New York,State University of New York Athletic Conference,D3,Q7603617,100.0,SUNY Brockport,284100.0,0.5811,1089.0,24340.0,-77.947188,43.211926,100.0
State University of New York at Canton,Canton,New York,North Atlantic Conference,D3,Q7603620,100.0,SUNY College of Technology at Canton,285500.0,0.8301,1029.0,23026.0,-75.182906,44.604096,57.0
State University of New York at Cobleskill,Cobleskill,New York,North Atlantic Conference,D3,Q7603621,100.0,SUNY College of Agriculture and Technology at Cobleskill,285600.0,0.8,1010.0,25633.0,-74.498258,42.672534,78.0
State University of New York at Cortland,Cortland,New York,State University of New York Athletic Conference,D3,Q7603623,100.0,SUNY Cortland,284300.0,0.522,1164.0,25585.0,-76.188655,42.598022,100.0
State University of New York at Delhi,Delhi,New York,North Atlantic Conference,D3,Q7603622,100.0,,,,,,,,
State University of New York at Fredonia,Fredonia,New York,State University of New York Athletic Conference,D3,Q6487738,100.0,SUNY at Fredonia,284400.0,0.7225,1112.0,23327.0,-79.337375,42.452236,100.0
State University of New York at Geneseo,Geneseo,New York,State University of New York Athletic Conference,D3,Q6149540,100.0,SUNY College at Geneseo,284500.0,0.6136,1234.0,26266.0,-77.821894,42.796645,69.0
State University of New York Maritime College,The Bronx,New York,Skyline Conference,D3,Q7603615,100.0,SUNY Maritime College,285300.0,0.7271,1153.0,26864.0,-73.795309,40.807217,100.0
State University of New York at Morrisville,Morrisville,New York,United East Conference(North Atlantic Conference in 2023),D3,Q6914146,100.0,SUNY Morrisville,285900.0,0.7672,973.0,27687.0,-75.640583,42.893962,100.0
State University of New York Polytechnic Institute,Marcy,New York,North Atlantic Conference,D3,Q18155496,100.0,SUNY Polytechnic Institute,1167800.0,0.733,1177.0,23194.0,-75.229841,43.137701,100.0
State University of New York at New Paltz,New Paltz,New York,State University of New York Athletic Conference,D3,Q7603625,100.0,State University of New York at New Paltz,284600.0,0.6202,1187.0,25615.0,-74.082188,41.740936,100.0
State University of New York at Old Westbury,Old Westbury,New York,Skyline Conference,D3,Q7603624,100.0,SUNY College at Old Westbury,710900.0,0.5308,1015.0,19786.0,-73.571907,40.799021,76.0
State University of New York at Oneonta,Oneonta,New York,State University of New York Athletic Conference,D3,Q4146980,100.0,SUNY Oneonta,284700.0,0.6295,1034.0,25628.0,-75.063632,42.468861,100.0
State University of New York at Oswego,Oswego,New York,State University of New York Athletic Conference,D3,Q7603627,100.0,SUNY College at Oswego,284800.0,0.689,1112.0,24970.0,-76.540798,43.454287,67.0
State University of New York at Plattsburgh,Plattsburgh,New York,State University of New York Athletic Conference,D3,Q7603626,100.0,SUNY College at Plattsburgh,284900.0,0.6103,1078.0,25786.0,-73.466536,44.69293,83.0
State University of New York at Potsdam,Potsdam,New York,State University of New York Athletic Conference,D3,Q7603628,100.0,SUNY College at Potsdam,285000.0,0.7166,,23964.0,-74.973815,44.662148,78.0
State University of New York at Purchase,Purchase,New York,Skyline Conference,D3,Q4359408,100.0,SUNY at Purchase College,679100.0,0.737,1213.0,27991.0,-73.701955,41.047223,93.0
New York University,New York,New York,University Athletic Association,D3,Q49210,100.0,New York University,278500.0,0.2109,1458.0,73759.0,-73.997264,40.729452,100.0
Nichols College,Dudley,Massachusetts,Commonwealth Coast Conference,D3,Q7026557,100.0,Nichols College,219700.0,0.8037,,52520.0,-71.930283,42.044033,100.0
North Central College,Naperville,Illinois,College Conference of Illinois and Wisconsin,D3,Q7054763,88.0,North Central College,173400.0,0.5329,1164.0,52405.0,-88.14279,41.77576,88.0
North Central College,Naperville,Illinois,College Conference of Illinois and Wisconsin,D3,Q7054763,88.0,North Central State College,531300.0,,,9659.0,-82.581582,40.798777,100.0
North Central University,Minneapolis,Minnesota,Upper Midwest Athletic Conference,D3,Q7054767,100.0,North Central University,236900.0,0.9299,1077.0,37644.0,-93.261511,44.968625,100.0
North Park University,Chicago,Illinois,College Conference of Illinois and Wisconsin,D3,Q3551466,100.0,North Park University,173500.0,0.4396,1055.0,39373.0,-87.709948,41.975268,100.0
Northland College,Ashland,Wisconsin,Upper Midwest Athletic Conference,D3,Q7059510,100.0,Northland College,387500.0,0.643,1138.0,50029.0,-90.87476,46.579087,100.0
University of Northwestern – St. Paul,Roseville,Minnesota,Upper Midwest Athletic Conference,D3,Q7060296,100.0,University of Northwestern-St Paul,237100.0,0.9222,,43817.0,-93.167822,45.033703,100.0
Norwich University,Northfield,Vermont,Great Northeast Athletic Conference,D3,Q1681928,100.0,Norwich University,369200.0,0.7417,,59627.0,-72.659783,44.140237,100.0
Notre Dame of Maryland University,Baltimore,Maryland,Colonial States Athletic Conference,D3,Q7063504,100.0,Notre Dame of Maryland University,206500.0,0.6229,,52667.0,-76.619739,39.350612,100.0
Oberlin College,Oberlin,Ohio,North Coast Athletic Conference,D3,Q616591,100.0,Oberlin College,308600.0,0.3536,1348.0,77124.0,-82.216795,41.291992,100.0
Occidental College,Los Angeles,California,Southern California Intercollegiate Athletic Conference,D3,Q1346110,100.0,Occidental College,124900.0,0.409,1378.0,76600.0,-118.210908,34.127124,100.0
Oglethorpe University,Atlanta,Georgia,Southern Athletic Association,D3,Q4400868,100.0,Oglethorpe University,158600.0,0.6693,1203.0,55451.0,-84.333687,33.875441,100.0
Ohio Northern University,Ada,Ohio,Ohio Athletic Conference,D3,Q1683585,100.0,Ohio Northern University,308900.0,0.652,1218.0,49392.0,-83.827441,40.7662,100.0
Ohio Wesleyan University,Delaware,Ohio,North Coast Athletic Conference,D3,Q194266,100.0,Ohio Wesleyan University,310900.0,0.684,,62161.0,-83.069757,40.295963,100.0
Olivet College,Olivet,Michigan,Michigan Intercollegiate Athletic Association,D3,Q7087996,100.0,Olivet College,230800.0,0.6031,,42758.0,-84.923891,42.442891,100.0
Otterbein University,Westerville,Ohio,Ohio Athletic Conference,D3,Q7109428,100.0,Otterbein University,311000.0,0.7606,1158.0,45773.0,-82.936444,40.125327,100.0
University of the Ozarks,Clarksville,Arkansas,American Southwest Conference,D3,Q7896711,100.0,University of the Ozarks,109400.0,0.559,1070.0,34832.0,-93.467221,35.476278,100.0
Pacific Lutheran University,Tacoma,Washington,Northwest Conference,D3,Q3439925,100.0,Pacific Lutheran University,378500.0,0.863,,56830.0,-122.440421,47.14516,100.0
Pacific University,Forest Grove,Oregon,Northwest Conference,D3,Q630226,100.0,University of the Pacific,132900.0,0.7075,1221.0,64784.0,-121.312301,37.981424,100.0
Pacific University,Forest Grove,Oregon,Northwest Conference,D3,Q630226,100.0,Pacific University,321200.0,0.893,1166.0,62157.0,-123.108777,45.521394,100.0
Pennsylvania College of Technology,Williamsport,Pennsylvania,United East Conference,D3,Q99287886,56.0,Pennsylvania College of Technology,339500.0,,,30759.0,-77.023665,41.234145,56.0
"Pennsylvania State University, Altoona",Altoona,Pennsylvania,Allegheny Mountain Collegiate Conference,D3,Q7163226,100.0,Pennsylvania State University-Penn State Altoona,332903.0,0.7827,1198.0,,,,87.0
Pfeiffer University,Misenheimer,North Carolina,USA South Athletic Conference,D3,Q1796553,100.0,Pfeiffer University,295500.0,0.7584,1008.0,44387.0,-80.283168,35.484696,100.0
Piedmont University,Demorest,Georgia,Collegiate Conference of the South,D3,Q7191499,100.0,Piedmont University,158800.0,0.7008,1085.0,40949.0,-83.542126,34.566042,100.0
University of Pittsburgh at Bradford,Bradford,Pennsylvania,Allegheny Mountain Collegiate Conference,D3,Q7896145,100.0,University of Pittsburgh-Bradford,337903.0,0.6818,1290.0,28132.0,-78.673701,41.943415,96.0
Plymouth State University,Plymouth,New Hampshire,Little East Conference,D3,Q7205857,100.0,Plymouth State University,259100.0,0.8937,,28222.0,-71.690164,43.759573,100.0
Pratt Institute,Brooklyn,New York,Coast to Coast Athletic Conference,D3,Q1204714,100.0,,,,,,,,
Principia College,Elsah,Illinois,St. Louis Intercollegiate Athletic Conference,D3,Q7245134,100.0,Principia College,174400.0,0.9324,1143.0,,-90.350285,38.948835,100.0
University of Puget Sound,Tacoma,Washington,Northwest Conference,D3,Q956780,100.0,University of Puget Sound,379700.0,0.8685,,68072.0,-122.478982,47.26308,100.0
Ramapo College,Mahwah,New Jersey,New Jersey Athletic Conference,D3,Q7289009,100.0,Ramapo College of New Jersey,934400.0,0.6684,1140.0,29130.0,-74.174086,41.080942,67.0
Randolph College,Lynchburg,Virginia,Old Dominion Athletic Conference,D3,Q7291803,100.0,Randolph College,373400.0,0.8966,1060.0,58880.0,-79.171887,37.437315,100.0
Randolph–Macon College,Ashland,Virginia,Old Dominion Athletic Conference,D3,Q7291901,100.0,Randolph-Macon College,373300.0,0.7131,1141.0,56509.0,-77.478416,37.76043,100.0
University of Redlands,Redlands,California,Southern California Intercollegiate Athletic Conference,D3,Q1270831,100.0,University of Redlands,132200.0,0.6865,1135.0,68156.0,-117.163218,34.064218,100.0
Regis College,Weston,Massachusetts,Great Northeast Athletic Conference,D3,Q649299,100.0,Regis University,136300.0,0.782,1143.0,51593.0,-105.030756,39.788175,100.0
Regis College,Weston,Massachusetts,Great Northeast Athletic Conference,D3,Q649299,100.0,Regis College,220600.0,0.8408,,61605.0,-71.310561,42.351291,100.0
Regis College,Weston,Massachusetts,Great Northeast Athletic Conference,D3,Q649299,100.0,Denver College of Nursing,4148300.0,,,,-104.994725,39.75303,55.0
Rensselaer Polytechnic Institute,Troy,New York,Liberty League,D3,Q49211,100.0,Rensselaer Polytechnic Institute,280300.0,0.5726,1410.0,73816.0,-73.676646,42.729978,100.0
Rhode Island College,Providence,Rhode Island,Little East Conference,D3,Q1613236,100.0,Rhode Island College,340700.0,0.8127,988.0,17761.0,-71.46556,41.842415,100.0
Rhodes College,Memphis,Tennessee,Southern Athletic Association,D3,Q1321046,100.0,Rhodes College,351900.0,0.5136,1345.0,64249.0,-89.990803,35.154405,100.0
Ripon College,Ripon,Wisconsin,Midwest Conference,D3,Q7335662,100.0,Ripon College,388400.0,0.7406,1095.0,56059.0,-88.842333,43.844135,100.0
Rivier University,Nashua,New Hampshire,Great Northeast Athletic Conference,D3,Q7338849,100.0,Rivier University,258600.0,0.7571,,46498.0,-71.45626,42.738676,100.0
Roanoke College,Salem,Virginia,Old Dominion Athletic Conference,D3,Q7339779,100.0,Roanoke College,373600.0,0.7813,1155.0,61545.0,-80.055467,37.294861,100.0
University of Rochester,Rochester,New York,University Athletic Association,D3,Q149990,100.0,Rochester University,228800.0,0.9943,967.0,33013.0,-83.144959,42.667521,100.0
University of Rochester,Rochester,New York,University Athletic Association,D3,Q149990,100.0,University of Rochester,289400.0,0.3543,1429.0,75190.0,-77.631202,43.126397,100.0
Rochester Institute of Technology,Rochester,New York,Liberty League,D3,Q2140778,100.0,Rochester Institute of Technology,280600.0,0.7386,1341.0,61063.0,-77.67386,43.084188,100.0
Roger Williams University,Bristol,Rhode Island,Commonwealth Coast Conference,D3,Q3940116,100.0,Roger Williams University,341000.0,0.8601,,54865.0,-71.260374,41.650214,100.0
Rose-Hulman Institute of Technology,Terre Haute,Indiana,Heartland Collegiate Athletic Conference,D3,Q2166712,100.0,Rose-Hulman Institute of Technology,183000.0,0.7662,1371.0,70401.0,-87.326749,39.483602,100.0
Rosemont College,Rosement,Pennsylvania,Colonial States Athletic Conference,D3,Q2983788,100.0,Rosemont College,336000.0,0.691,1049.0,35805.0,-75.32925,40.033417,100.0
Rowan University,Glassboro,New Jersey,New Jersey Athletic Conference,D3,Q1799872,100.0,Rowan University,260900.0,0.7801,1150.0,34987.0,-75.119119,39.709108,100.0
Rutgers University–Camden,Camden,New Jersey,New Jersey Athletic Conference,D3,Q7382823,100.0,Rutgers University-Camden,262901.0,0.6986,1253.0,29130.0,-75.12224,39.948064,100.0
Rutgers University–Newark,Newark,New Jersey,New Jersey Athletic Conference,D3,Q7382780,100.0,Rutgers University-Newark,262902.0,0.6986,1253.0,27960.0,-74.175809,40.739122,100.0
College of Saint Benedict,St. Joseph,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q5146820,100.0,College of Saint Benedict,234100.0,0.8401,1201.0,60788.0,-94.319888,45.561792,100.0
St. Catherine University,St. Paul,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q3444427,100.0,St Catherine University,234200.0,0.7615,1122.0,50794.0,-93.183761,44.924926,100.0
St. John Fisher College,Pittsford,New York,Empire 8,D3,Q7588902,100.0,Saint John Fisher College,282100.0,0.6841,1161.0,49242.0,-77.513056,43.116259,94.0
Saint John's University,Collegeville,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q1138374,100.0,Saint Johns University,237900.0,0.8138,1193.0,59972.0,-94.393621,45.580075,98.0
Saint John's University,Collegeville,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q1138374,100.0,St. John's University-New York,282300.0,0.7507,1198.0,55877.0,-73.796104,40.722523,100.0
Saint John's University,Collegeville,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q1138374,100.0,United States University,4005300.0,,,20187.0,-117.154904,32.7769,64.0
University of Saint Joseph,West Hartford,Connecticut,Great Northeast Athletic Conference,D3,Q24399,100.0,University of Saint Joseph,140900.0,0.7802,1073.0,50959.0,-72.72965,41.781041,100.0
St. Joseph's College,Brooklyn,New York,Skyline Conference,D3,Q1475413,100.0,Saint Joseph's University,336700.0,0.8007,1205.0,63223.0,-75.238343,39.994442,100.0
St. Joseph's College,Long Island,New York,Skyline Conference,D3,Q1475413,100.0,Saint Joseph's University,336700.0,0.8007,1205.0,63223.0,-75.238343,39.994442,100.0
St. Lawrence University,Canton,New York,Liberty League,D3,Q1411093,100.0,St Lawrence University,282900.0,0.4726,1301.0,73045.0,-75.161343,44.589879,100.0
Saint Mary's College,Notre Dame,Indiana,Michigan Intercollegiate Athletic Association,D3,Q1255772,100.0,Saint Mary's College,183600.0,0.8151,1189.0,58956.0,-86.256947,41.707274,100.0
Saint Mary's College,Notre Dame,Indiana,Michigan Intercollegiate Athletic Association,D3,Q1255772,100.0,College of Saint Mary,254000.0,0.5,,31250.0,-96.021425,41.240028,93.0
Saint Mary's College,Notre Dame,Indiana,Michigan Intercollegiate Athletic Association,D3,Q1255772,100.0,St. Mary's University,362300.0,0.8543,1127.0,42354.0,-98.562778,29.453244,100.0
St. Mary's College of Maryland,St. Mary's City,Maryland,United East Conference,D3,Q16900571,68.0,St. Mary's College of Maryland,209500.0,0.7903,1190.0,30610.0,-76.429097,38.190904,68.0
Saint Mary's University of Minnesota,Winona,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q2212976,100.0,Saint Mary's University of Minnesota,238000.0,0.841,,49200.0,-91.695449,44.044736,100.0
St. Norbert College,De Pere,Wisconsin,Northern Athletics Collegiate Conference,D3,Q7590859,100.0,Saint Norbert College,389200.0,0.8425,1211.0,51383.0,-88.067812,44.44483,100.0
St. Olaf College,Northfield,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q1515763,100.0,St Olaf College,238200.0,0.5081,1309.0,62880.0,-93.182039,44.461529,100.0
The College of St. Scholastica,Duluth,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q7726780,100.0,,,,,,,,
University of St. Thomas,Houston,Texas,Southern Collegiate Athletic Conference,D3,Q1164229,100.0,University of St Thomas,234500.0,0.874,1249.0,57785.0,-93.188986,44.943439,100.0
University of St. Thomas,Houston,Texas,Southern Collegiate Athletic Conference,D3,Q1164229,100.0,University of St Thomas,365400.0,0.9609,,42652.0,-95.393102,29.736438,100.0
Saint Vincent College,Latrobe,Pennsylvania,Presidents' Athletic Conference,D3,Q12966706,84.0,Saint Vincent College,336800.0,0.7212,1090.0,50140.0,-79.403762,40.29265,84.0
Salem College,Winston-Salem,North Carolina,USA South Athletic Conference,D3,Q7404080,100.0,Salem Community College,546100.0,,,16353.0,-75.47013,39.698756,100.0
Salem College,Winston-Salem,North Carolina,USA South Athletic Conference,D3,Q7404080,100.0,Salem College,296000.0,0.8463,1061.0,44461.0,-80.241297,36.086271,100.0
Salem State University,Salem,Massachusetts,Massachusetts State Collegiate Athletic Conference,D3,Q3695750,100.0,Salem State University,218800.0,0.8675,,26423.0,-70.890234,42.503575,100.0
