School,OPEID,AdmissionRate,SAT,Cost,Longitude,Latitude,WikidataID,Score
Bet Medrash Gadol Ateret Torah,4227200.0,0.6923,,16648.0,-73.969945,40.607809,,
Yeshiva Ohr Yisrael,4207400.0,0.875,,13700.0,-73.944041,40.61359,,
Yeshiva Sholom Shachna,4231500.0,1.0,,20232.0,-73.973431,40.6275,,
Professional Academy of Cosmetology,4124600.0,,,,-75.332974,40.114113,,
Westchester College of Nursing & Allied Health,4192500.0,,,,-118.396511,33.95487,,
Treasure Coast Technical College,4194000.0,,,,-80.413849,27.678049,,
American College of Barbering,4204800.0,,,,-85.670147,38.084678,,
Beth Medrash Meor Yitzchok,4210400.0,0.7375,,20950.0,-74.060843,41.100906,,
Mingo Extended Learning Center,4212400.0,0.5556,,,-82.176972,37.677016,,
ZMS The Academy,4221700.0,,,,-118.209424,34.047305,,
Bella Academy of Cosmetology,4231400.0,,,,-87.696742,44.081385,,
HVAC Technical Institute,4232300.0,,,,-87.733452,41.809897,,
Center for Ultrasound Research & Education,4234200.0,,,,-73.746486,41.028851,,
Culinary Tech Center,4234300.0,,,,-73.971407,40.756375,,
AMG School of Nursing,4234900.0,,,,-73.982035,40.692794,,
Saint Michael College of Allied Health,4235400.0,,,23675.0,-76.980916,38.904414,,
Sandra Academy of Salon Services,4236400.0,,,,-83.586525,36.444823,,
Wright Graduate University for the Realization of Human Potential,4237400.0,,,,-88.591085,42.767178,,
California Jazz Conservatory,4237600.0,1.0,,,-122.268878,37.871235,,
California Barber and Beauty College,4237800.0,,,,-117.0814,32.757282,,
Laredo CHI Academy Beauty School,4238200.0,,,,-99.467036,27.575732,,
Florida International Training Institute,4238400.0,0.9355,,,-80.314681,25.797851,,
Gould's Academy,4238600.0,,,,-89.860578,35.098298,,
Aviation Institute of Maintenance-Fremont,4240200.0,,,28153.0,-121.92135,37.468594,,
Paul Mitchell the School-Tulsa,4240500.0,,,,-95.82023,36.132259,,
PPG Technical College,4240900.0,,,10840.0,-66.038451,18.247162,,
Wave Leadership College,4241500.0,,,12994.0,-76.043121,36.86471,,
Academy of Professional Cosmetology,4241800.0,,,,-94.157411,36.35541,,
Empire Beauty School-Northlake,2079416.0,,,,-84.256996,33.847741,,
Ross Medical Education Center-Huntsville,2099707.0,,,,-86.661349,34.736871,,
Ross Medical Education Center-Knoxville,2533605.0,,,,-84.096882,35.912854,,
Jolie Health & Beauty Academy-Cherry Hill,2178902.0,,,,-75.005249,39.880166,,
Ross Medical Education Center-Muncie,2339706.0,,,,-85.390811,40.23238,,
Cortiva Institute-Arlington,2279601.0,,,,-97.119031,32.6769,,
Tulsa Welding School-Houston,961805.0,,,,-95.413192,29.950897,,
Pima Medical Institute-El Paso,2217123.0,,,,-106.326782,31.73814,,
Pima Medical Institute-Phoenix,4177101.0,,,,-112.118075,33.608723,,
Davines Professional Academy of Beauty and Business,4132600.0,,,,-96.641266,40.756017,,
All Beauty College,4174202.0,,,,-114.338235,34.49606,,
Eastern Suffolk BOCES,2179402.0,0.9906,,,-72.671895,40.927928,,
Eastern Suffolk BOCES,2179403.0,0.9906,,,-73.109752,40.745531,,
Chamberlain University-Nevada,638515.0,0.768,,33769.0,-115.313525,36.185176,,
Chamberlain University-Michigan,638516.0,0.768,,,-83.150516,42.556474,,
Chamberlain University-New Jersey,638517.0,0.768,,37272.0,-74.438877,40.465934,,
Hussian College-Los Angeles,746901.0,0.9168,,61271.0,-118.26069,34.054877,,
Paul Mitchell the School-Madison,3822300.0,,,,-89.503169,43.064984,,
Unitech Training Academy-New Orleans,3789305.0,,,,-90.183521,29.948535,,
Wade Gordon Hairdressing Academy-Lubbock,4205201.0,,,,-101.869638,33.524818,,
The Chicago School of Professional Psychology at Xavier University of Louisiana,2155308.0,0.101,,,-90.107924,29.96527,,
Texas College of Cosmetology-Lubbock,3025002.0,,,,-101.924031,33.561435,,
University of Arizona-Sierra Vista,108302.0,0.8513,1220.0,,-110.245117,31.567832,,
Fortis College-Cuyahoga Falls,941200.0,,,25662.0,-81.470433,41.143856,,
Jones Technical Institute,2524000.0,,,26931.0,-81.561491,30.20813,,
Texas State Technical College,363400.0,,,17547.0,-97.08471,31.639295,,
Aveda Institute Portland-Vancouver Campus,4171401.0,,,,-122.603849,45.643767,,
Arizona College of Nursing-Las Vegas,3115002.0,0.9293,,33581.0,-115.171331,36.1456,,
Florida Career College-Pembroke Pines,2305801.0,,,,-80.246116,26.010968,,
Florida Career College-West Palm Beach,2305802.0,,,,-80.136749,26.705217,,
Florida Career College-Hialeah,2305803.0,,,,-80.319292,25.855552,,
Florida Career College-Lauderdale Lakes,2305804.0,,,,-80.205267,26.16574,,
Florida Career College-Tampa,2305805.0,,,,-82.337004,27.980705,,
Florida Career College-Jacksonville,2305806.0,,,,-81.751361,30.19576,,
Florida Career College-Boynton Beach,2305807.0,,,,-80.092161,26.54289,,
Florida Career College-Margate,2305808.0,,,,-80.203455,26.270878,,
Florida Career College-Orlando,2305811.0,,,,-81.309471,28.56052,,
United Education Institute - UEI College - Phoenix,2559319.0,,,,-112.116121,33.57026,,
Florida Career College-Houston,2305813.0,,,,-95.431325,30.022309,,
Aveda Institute-Madison,3808301.0,,,,-89.398711,43.072676,,
Tricoci University of Beauty Culture-Elgin,4147101.0,,,,-88.341498,42.026819,,
Concorde Career College-Southaven,2157101.0,0.9804,,,-89.988876,34.976181,,
Universal Technical Institute-Southern California,822106.0,,,,-118.145393,33.826017,,
Northwest University-Center for Online and Extended Education,378300.0,0.9277,1110.0,29793.0,-122.195774,47.657502,,
Celebrity Barber School,1288001.0,,,,-92.083641,32.521718,,
California Institute of Advanced Management,4250600.0,,,,-118.15055,34.082467,,
The Temple Annapolis-A Paul Mitchell Partner School,4151801.0,,,,-76.543104,38.980115,,
Yeshiva Zichron Aryeh,3934300.0,1.0,,,-73.764423,40.606105,,
Butte County Regional Occupational Program,4220500.0,,,,-121.804024,39.715283,,
Arclabs,4222000.0,,,,-82.461311,34.77072,,
Top of the Line Barber College,4228600.0,,,,-80.022755,32.78868,,
Midfield Institute of Cosmetology,4229400.0,,,,-86.908933,33.463987,,
American Institute of Alternative Medicine,4234400.0,,,,-74.392845,40.438155,,
Felbry College School of Nursing,4235000.0,0.7172,,53478.0,-82.951066,40.09578,,
Regional Center for Border Health,4237700.0,,,,-114.711558,32.596919,,
B-Unique Beauty and Barber Academy,4239000.0,,,,-82.365104,34.844106,,
Kentucky Horseshoeing School,4239600.0,,,,-84.340899,37.875066,,
Tri-State Barber College,4240600.0,,,,-82.633351,38.47515,,
Image Maker Beauty Institute,4240700.0,,,,-86.601706,36.304927,,
Dalton Institute of Esthetics and Cosmetology,4242300.0,,,,-84.970455,34.762636,,
CAAN Academy of Nursing,4242800.0,,,,-87.731726,41.505272,,
Martinsburg College,4242900.0,1.0,,,-77.959701,39.48705,,
Alhambra Medical University,4243100.0,,,,-118.148684,34.080181,,
Central Yeshiva Beth Joseph,4243200.0,,,,-73.959386,40.615411,,
Garden State Science and Technology Institute,4243300.0,,,,-74.059669,40.734746,,
Barber Tech Academy,4243500.0,,,,-80.856946,33.492394,,
Construction Training Center,4244100.0,,,,-80.948762,33.968494,,
Huntington University of Health Sciences,4244800.0,,,27091.0,-83.99327,36.027559,,
Sonoran Desert Institute,4244900.0,,,19964.0,-111.964106,33.420286,,
Yeshivas Maharit D'Satmar,4245600.0,,,25188.0,-74.159642,41.33127,,
Natural Images Beauty College,4245800.0,,,,-95.400805,29.026275,,
Textures Institute of Cosmetology,4246600.0,,,,-86.218117,39.906649,,
Learning Bridge Career Institute,4246700.0,,,,-90.74457,29.598445,,
PiBerry Institute,4246900.0,,,,-80.463557,25.48663,,
Ea La Mar's Cosmetology & Barber College,4247400.0,,,,-94.556313,39.09844,,
Regina Webb Academy,4247700.0,,,,-86.427834,36.952887,,
DeHart Technical School,4248200.0,,,,-120.997781,37.71339,,
Medical Career & Technical College,4249000.0,,,,-84.309012,37.734796,,
Center for Neurosomatic Studies,4249400.0,1.0,,,-82.714654,27.897701,,
Lebanon College of Cosmetology,4249500.0,,,,-92.667311,37.70169,,
Focus Personal Training Institute,4250200.0,,,,-73.991731,40.745926,,
Hair Academy School of Barbering & Beauty,4250300.0,,,,-75.73689,39.65906,,
Fosbre Academy of Hair Design,4250400.0,,,,-122.935367,47.039503,,
Mission Beauty Institute,4250800.0,,,,-98.31205,26.213855,,
Beth Medrash of Asbury Park,4251500.0,0.4286,,19300.0,-74.210816,40.043705,,
Hope College of Arts and Sciences,4251700.0,,,,-80.139671,26.226156,,
Yeshiva Gedolah Shaarei Shmuel,4252000.0,0.4,,14900.0,-74.197596,40.091,,
Premier Barber Institute,4252300.0,,,,-75.333151,40.11065,,
International Beauty Education Center,4252900.0,,,,-117.58908,47.643215,,
Phipps Academy of Barbering,4254000.0,,,,-87.705681,41.485005,,
Hoss Lee Academy,4255300.0,,,,-121.289487,38.721897,,
Indiana Wellness College,4256100.0,0.7829,,,-86.156579,39.940821,,
Kenny's Academy of Barbering,4256200.0,,,,-86.207551,39.79644,,
Seattle Film Institute,4258000.0,,,46181.0,-122.377121,47.64894,,
Arkansas Colleges of Health Education,4256800.0,,,,-94.319084,35.317421,,
Burrell College of Osteopathic Medicine,4259300.0,,,,-106.737787,32.278068,,
Christian Culinary Academy,,0.5714,,,-123.959303,45.89961,,
Glitz School of Cosmetology,4276000.0,,,,-106.743159,32.298355,,
Indiana Wesleyan University-National & Global,30182251.0,0.9147,1134.0,23591.0,-85.677641,40.510655,,
Paul Mitchell the School-Jessup,3965501.0,,,,-76.785931,39.16947,,
John Patrick University of Health and Applied Sciences,4232800.0,,,,-86.24973,41.67338,,
Teachers College of San Joaquin,4224800.0,,,,-121.231507,37.908696,,
Totally Cosmo School of Modern Cosmetology,4257700.0,,,,-94.738026,34.027834,,
U.S. Truck Driver Training School,4255100.0,,,,-83.042997,42.550239,,
South Dade Technical College-South Dade Skills Center Campus,4209200.0,,,,-80.437371,25.50406,,
Wongu University of Oriental Medicine,4248800.0,,,,-115.117581,36.03274,,
Alabama School of Nail Technology & Cosmetology,4255500.0,,,,-87.893386,31.50997,,
International Diving Institute,4255600.0,,,,-79.974521,32.866359,,
Tulsa Technology Center,531100.0,,,,-95.887481,36.113428,,
Ross Medical Education Center-Elyria,2180111.0,,,,-82.105702,41.386445,,
Ross Medical Education Center-Lafayette,2246307.0,,,,-86.845131,40.38849,,
Ross Medical Education Center-Midland,2339707.0,,,,-84.258017,43.641877,,
Paul Mitchell the School-Clear Lake,2357701.0,,,,-95.126497,29.527723,,
Paul Mitchell the School-Nampa,2607101.0,,,,-116.594823,43.613794,,
Academy of Beauty Professionals,3110901.0,,,,-89.490781,43.05541,,
Academy of Beauty Professionals,3110902.0,,,,-88.461527,44.266271,,
Academy of Beauty Professionals,3110903.0,,,,-88.097926,44.52349,,
Kenneth Shuler School of Cosmetology-Goose Creek,2341105.0,,,,-80.065725,33.035472,,
Boca Beauty Academy-Parkland,4217801.0,,,,-80.203872,26.321755,,
American Beauty Academy-West Valley Campus,4169901.0,,,,-111.938189,40.692128,,
Caribbean Aviation Training Institute Inc,4266800.0,,,13827.0,-65.997043,18.439873,,
Chamberlain University-North Carolina,638519.0,0.768,,32833.0,-80.931971,35.13766,,
Chamberlain University-California,638520.0,0.768,,,-121.278258,38.596193,,
Milan Institute-Bakersfield West,3422309.0,,,,-119.038111,35.388152,,
Purdue University Global,458600.0,,,,-86.109501,39.91844,,
Pima Medical Institute-Dillon,3678301.0,,,,-112.641211,45.208156,,
Arthur's Beauty College,2363500.0,,,,-90.68152,35.817823,,
West Coast University-Center for Graduate Studies,3698307.0,,,,-118.29131,34.081505,,
National Personal Training Institute-Tampa,4250501.0,,,,-82.528321,28.02675,,
HCI College,4182600.0,0.5681,,31004.0,-80.085147,26.702663,,
America Evangelical University,4227100.0,,,11420.0,-118.308661,34.041239,,
Gadsden Technical Institute,4229800.0,,,,-84.578905,30.577656,,
Virginia University of Integrative Medicine,4239500.0,,,,-77.269749,38.844541,,
Nashville Film Institute,4246100.0,,,,-86.748045,36.135712,,
Los Angeles Academy of Figurative Art,4248300.0,,,,-118.5021,34.208209,,
Westcliff University,4249600.0,0.7165,,22466.0,-117.847973,33.685537,,
World Class Academy of Beauty Careers,4252400.0,,,,-84.2909,30.412845,,
Allied Health Careers Institute,4253100.0,,,,-86.391495,35.827799,,
Sacramento Ultrasound Institute,4253700.0,,,,-121.383597,38.604405,,
Regan Career Institute,4255400.0,,,,-118.030152,34.070176,,
Bolivar Technical College,4255700.0,1.0,,26570.0,-93.421572,37.623766,,
Baldy View Regional Occupational Program,4256500.0,,,,-117.636712,34.046457,,
MAK Beauty Institute,4256600.0,,,,-84.143912,34.186371,,
Mobile Technical Training,4257800.0,,,,-74.04968,40.857008,,
American Barber and Beauty Academy,4257900.0,,,,-75.939691,40.316547,,
Master's Barber & Styling College,4258900.0,,,,-86.571436,36.219691,,
Yeshiva Shaar Ephraim,4259000.0,,,22638.0,-74.060858,41.116935,,
California Institute of Arts & Technology,4259800.0,,,37028.0,-117.134199,32.770776,,
Elite Cosmetology Barber & Spa Academy,4260200.0,,,,-120.54382,46.584032,,
Cutting Edge Academy,4260400.0,,,,-74.644718,40.86887,,
Yeshiva Bais Aharon,4261200.0,0.875,,14958.0,-74.203094,40.101002,,
Mechon L'hoyroa,4261500.0,,,,-74.058177,41.117029,,
My Beauty & Barber College,4262100.0,,,,-121.431533,38.473648,,
Elyon College,4262200.0,,,22764.0,-73.980593,40.611081,,
Harmony Health Care Institute,4263000.0,0.6364,,,-71.488336,42.804167,,
American Beauty Schools,4263500.0,,,,-80.327707,25.761572,,
Hogan Institute of Cosmetology and Esthetics,4264600.0,,,,-84.141162,33.896591,,
J's Barber College,4264800.0,,,,-91.829017,29.993445,,
Ann Webb Skin Institute,4265400.0,,,,-97.751895,30.419687,,
Apex Academy Hair Skin Nails School of Cosmetology,4266100.0,,,,-82.577702,40.771672,,
The Esthetic Institute,4267700.0,,,,-77.234171,38.914385,,
Kor Beauty Academy,4268000.0,,,,-112.220934,33.634726,,
EduMed Partners,4246300.0,,,,-86.700979,36.299536,,
Massage Institute of Memphis,4246500.0,,,,-89.992526,35.134871,,
Metro Detroit Barber College,4248700.0,,,,-83.145979,42.416931,,
Digital Media Institute at InterTech,4260500.0,0.5,,,-93.771686,32.480613,,
Yeshiva Ohr Naftoli,4264500.0,1.0,,18425.0,-74.046291,41.456984,,
Bais Medrash Mayan Hatorah,4266000.0,0.4688,,16850.0,-74.204332,40.107414,,
Allgood Beauty Institute,4267200.0,,,,-96.804131,33.15731,,
Ray J's College of Hair,4268100.0,,,,-91.111011,30.464941,,
Delta Designs Cosmetology School,4270100.0,,,,-90.785831,35.232221,,
Gwinnett Institute,2583001.0,,,,-81.208356,28.571233,,
Career Quest Learning Center-Mt. Pleasant,3915303.0,,,,-84.768341,43.580687,,
Manuel and Theresa's School of Hair Design,4125502.0,,,,-96.387591,30.176143,,
Cincinnati School of Barbering & Hair Design,4254900.0,,,,-84.582563,39.206754,,
L Makeup Institute,4269800.0,,,,-115.286321,36.166597,,
Peloton College,4168701.0,,,,-97.092451,32.758324,,
Maine Media College,4279800.0,,,,-69.076508,44.193709,,
Ross Medical Education Center - Kalamazoo,2099708.0,,,,-85.651779,42.290629,,
Ross College-Canton,2339710.0,,,,-81.429021,40.844938,,
Ross College-Grand Rapids North,2533606.0,,,,-85.629017,43.035323,,
American Institute-Somerset,2106606.0,,,,-74.544122,40.55089,,
Platt College-Anaheim,3062703.0,,,29155.0,-117.878211,33.809417,,
Bull City Durham Beauty and Barber College,4179901.0,,,,-78.889993,35.989115,,
Fortis College-Cutler Bay,2190704.0,,,33604.0,-80.363995,25.585653,,
Yeshiva Kollel Tifereth Elizer,4265900.0,0.625,,19027.0,-73.992171,40.637096,,
Strand Institute of Beauty & Esthetics,4274500.0,,,,-97.319593,27.878924,,
Arkansas Welding Academy,4274100.0,0.7895,,,-92.139911,34.883474,,
Unitech Training Academy-Baton Rouge,3789306.0,,,,-91.063026,30.417257,,
Empire Beauty School-Tampa,1054215.0,,,,-82.338274,27.941959,,
Empire Beauty School-Lakeland,1260613.0,,,,-81.973025,28.108318,,
Galen College of Nursing-ARH,3083704.0,,,,-83.205298,37.285896,,
The Chicago School of Professional Psychology at San Diego,2155309.0,0.101,,,-117.167054,32.718575,,
Commercial Divers International,4291100.0,,,,-112.408598,33.409576,,
Tricoci University of Beauty Culture-Janesville,4118600.0,,,,-89.04895,42.679712,,
Unlimited Cosmetology School,4267100.0,,,,-89.304277,31.325283,,
Johnny Matthew's Hairdressing Training School,4266300.0,,,,-123.038361,44.941812,,
The Culinary School of Fort Worth,4276400.0,0.76,,,-97.428672,32.724044,,
Centralia Beauty College,4274700.0,,,,-122.955164,46.714769,,
University of Wisconsin-Milwaukee Flex,389600.0,0.787,1105.0,23560.0,-87.880488,43.076848,,
University of Wisconsin-Parkside Flex,501500.0,0.6631,1050.0,,-87.855007,42.645603,,
Miller-Motte College-Edge Tech Academy,2306812.0,,,,-97.060733,32.708476,,
Bnos Zion Of Bobov Seminary,2582000.0,0.8417,,13850.0,-73.991157,40.633353,,
ABC Adult School,4227000.0,,,,-118.070114,33.878179,,
Polytech Adult Education,4235300.0,,,,-75.545942,39.07213,,
Blush School of Makeup,4236700.0,,,,-122.399413,37.794885,,
California Institute of Medical Science,4246200.0,,,,-119.694271,36.810031,,
Pets Playground Grooming School,4254300.0,,,,-80.100676,26.248045,,
San Bernardino Beauty College,4256400.0,,,,-117.285521,34.110518,,
Christina and Company Education Center,4258200.0,,,,-86.815349,40.414052,,
Institute of Medical Ultrasound,4260000.0,,,52296.0,-84.387059,33.760209,,
Mystros Barber Academy,4260900.0,,,,-95.453049,30.014,,
European Medical School of Massage,4261300.0,,,,-76.008411,40.319453,,
Yeshiva Gedolah Tiferes Boruch,4264400.0,1.0,,15300.0,-74.4346,40.619593,,
Yeshiva Chemdas Hatorah,4264900.0,0.8571,,18577.0,-74.229304,40.063509,,
Women's Institute of Torah Seminary and College,4265200.0,0.8077,,,-76.699496,39.361349,,
Yeshiva Gedolah Keren Hatorah,4265300.0,0.95,,14450.0,-74.184418,40.109281,,
ICOHS College,4265500.0,,,,-117.16145,32.723881,,
Neo-Esthetique European Institute,4267000.0,,,,-66.057521,18.363811,,
Lehigh Valley Barber School,4267300.0,,,,-75.346918,40.639992,,
International Barber College,4267500.0,,,,-111.966375,33.306101,,
Brown Beauty Barber School,4267900.0,,,,-86.953134,33.399873,,
Rexburg College of Massage Therapy,4268300.0,,,,-111.80319,43.812616,,
Yeshiva Gedolah of Cliffwood,4269300.0,0.8182,,14850.0,-74.224235,40.442213,,
Goshen School of Cosmetology,4269500.0,,,,-90.713781,33.755417,,
IBS School of Cosmetology and Massage,4269600.0,,,,-156.462848,20.892857,,
UR Beauty & Barber Academy,4269700.0,,,,-81.503571,27.535842,,
Urban Barber College,4270000.0,,,,-122.03935,37.974933,,
Yeshivas Emek Hatorah,4270300.0,0.9444,,29164.0,-74.232083,40.112501,,
Transitions Career Institute School of Nursing,4270400.0,,,,-73.836391,40.770561,,
Stacey James Institute,4271000.0,,,,-104.794689,39.533193,,
Seminary Bnos Chaim,4271200.0,0.7,,20017.0,-74.202886,40.051166,,
Avenue Academy A Cosmetology Institute,4271600.0,,,,-106.570491,35.107227,,
Salon Professional Academy of San Antonio,4271700.0,,,,-98.47,29.59369,,
Princess Institute of Beauty,4272100.0,,,,-119.431745,36.603678,,
Vogue International Academy,4272600.0,,,,-95.638805,29.734776,,
Independent Training & Apprenticeship Program,4272800.0,,,,-121.327728,38.572171,,
Victory Career College,4273300.0,,,,-118.291723,33.854769,,
Winonah's International School of Cosmetology,4273500.0,,,,-86.801546,33.370224,,
Yeshiva Gedola Tiferes Yerachmiel,4273800.0,0.963,,14800.0,-74.194376,40.1037,,
Southeastern Esthetics Institute,4273900.0,,,,-81.039093,34.000033,,
Installer Institute,4274200.0,,,,-81.046805,29.254565,,
Caris College,4274300.0,,,,-85.710165,38.326417,,
Contra Costa Medical Career College,4274900.0,,,,-121.801607,37.976815,,
Anousheh School of Hair,4275100.0,,,,-75.917306,42.087554,,
Another Level Barbering and Cosmetology School,4275900.0,,,,-77.403817,37.228645,,
The Salon Professional Academy-Georgetown,4276700.0,,,,-97.688068,30.635778,,
Elite Academy of Hair Design,4277400.0,,,,-80.744005,40.014519,,
Amslee Institute,,0.5714,,,-82.43363,27.379792,,
Champion Christian College,4276100.0,,,15469.0,-93.065945,34.499589,,
Chicago Professional Center,4253800.0,,,,-87.905673,42.10833,,
D&S School of Cosmetology,4270900.0,,,,-83.369697,42.639596,,
Houston School of Carpentry,4277900.0,,,,-95.344636,29.741498,,
Reiss-Davis Graduate School,4281300.0,,,,-118.41001,34.030844,,
GoodFellas Barber College,4280600.0,,,,-92.321902,34.724618,,
Escondido Adult School,,0.5714,,,-117.088454,33.131225,,
Poway Adult School,,0.5714,,,-117.035819,32.978817,,
Vista Adult School,,0.5714,,,-117.240253,33.187334,,
The Salon Professional Academy-Delray Beach,2612701.0,,,,-80.119045,26.46095,,
Lynnes Welding Training-Bismarck,4223501.0,,,,-100.754736,46.756353,,
Toni & Guy Hairdressing Academy-Idaho,3670302.0,,,,-116.793653,47.70594,,
No Grease Barber School,4179902.0,,,,-80.891804,35.224657,,
Pima Medical Institute-San Marcos,2217125.0,,,,-117.160199,33.136906,,
EDP University of Puerto Rico-Villalba,2165102.0,0.7128,,15546.0,-66.505648,18.109811,,
Wade Gordon Hairdressing Academy,4205202.0,,,,-101.873963,35.186494,,
Chicago School of Professional Psychology at Dallas,2155311.0,0.101,,,-96.75721,32.979753,,
American Massage & Bodywork Institute,4276300.0,,,,-77.244736,38.926154,,
KCK Beauty & Barber Academy,4276800.0,,,,-81.652099,30.428106,,
California College of Barbering and Cosmetology,4277700.0,,,,-121.293756,38.000656,,
Ponce Health Sciences University-Centro Universitario de San Juan,2482401.0,0.5143,,,-66.059619,18.441175,,
The College of Health Care Professions-South San Antonio,3128105.0,,,,-98.525559,29.355101,,
Innovate Salon Academy,4218501.0,,,,-74.802873,40.26517,,
Chamberlain University-Louisiana,638521.0,0.768,,32833.0,-90.152655,29.962307,,
Drury University-College of Continuing Professional Studies,246100.0,0.7068,1208.0,20867.0,-93.286693,37.218523,,
Global Medical & Technical Training Institute,4276500.0,,,,-80.225343,25.779693,,
Salon Success Academy-West Covina,720301.0,,,,-117.933801,34.070568,,
Indiana Institute of Technology-College of Professional Studies,180500.0,0.6307,,22827.0,-85.115424,41.076613,,
Advantage Technical College,3104401.0,,,,-66.081082,18.454692,,
Institute of Culinary Education,4144301.0,,,,-118.139351,34.144829,,
Universal Technical Institute-Bloomfield,2362004.0,,,,-74.180997,40.841102,,
Gould's Academy,4238601.0,,,,-89.795642,35.206685,,
Toni & Guy Hairdressing Academy-Rio Rancho,4162401.0,,,,-106.677601,35.241061,,
WellSpring School of Allied Health-Springfield,3970402.0,,,,-93.291006,37.229916,,
Medical Career College of Northern California,4137600.0,0.7,,41772.0,-121.293121,38.723329,,
Premiere International College,4258500.0,,,,-81.864154,26.639307,,
Kenny's Beauty Academy,4258800.0,,,,-77.103044,38.886467,,
American Fitness and Nutrition Academy,4265600.0,,,,-118.131854,34.1397,,
San Diego Global Knowledge University,4265700.0,,,,-117.154966,32.708222,,
Global Tech College,4269000.0,,,22289.0,-83.622983,41.697492,,
Crown Cutz Academy Bristol,4269400.0,,,,-82.192413,36.605279,,
Central Pennsylvania Diesel Institute,4271400.0,,,,-76.990343,40.551071,,
Bellasa Professional Institute,4273600.0,,,,-80.183799,25.890157,,
PMCA Pittsburgh Multicultural Cosmetology Academy,4274400.0,,,,-79.99942,40.439395,,
Health and Technology Training Institute,4275000.0,,,,-75.164481,39.950439,,
Yeshiva of Ocean,4276600.0,0.25,,14100.0,-74.501698,41.732961,,
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,4276900.0,,,23300.0,-73.994778,40.624233,,
Young Americans College of the Performing Arts,4277100.0,0.5,,36614.0,-117.542501,33.859246,,
Pro Beauty Academy,4277800.0,,,,-74.340019,40.571036,,
South Eastern Beauty Academy,4278000.0,,,,-82.806325,37.814789,,
Ohel Margulia Seminary,4278300.0,0.9643,,14100.0,-74.065909,41.121839,,
Montana Barber Institute,4278400.0,,,,-106.265623,31.763303,,
Yeshivat Hechal Shemuel,4278500.0,1.0,,,-73.963924,40.611565,,
Puerto Rico School of Nurse Anesthetists,4278900.0,,,,-66.054156,18.411332,,
American Institute of Healthcare & Technology,4279000.0,0.9,,,-73.150918,41.170738,,
Premier Academy of Cosmetology,4279300.0,,,,-95.766472,34.941596,,
Yeshiva Gedolah of Woodlake Village,4279600.0,0.825,,14300.0,-74.169645,40.099738,,
Yeshiva Gedola Tiferes Yaakov Yitzchok,4280100.0,0.5,,,-74.223022,40.056542,,
University of Arkansas System eVersity,4280200.0,,,15415.0,-92.343582,34.775996,,
Houston Barber School,4280900.0,,,,-95.415514,29.966414,,
Health-Tech Institute of Memphis,4281000.0,,,,-90.043086,35.134385,,
MIXED Institute of Cosmetology & Barber,4281100.0,,,,-121.43577,38.495699,,
Vski Cosmetology School,4281500.0,,,,-80.031699,32.798291,,
Shear Perfection Academy of Cosmetology,4281800.0,,,,-86.709812,36.04762,,
Deluxe Barber College,4283200.0,,,,-98.400819,29.554971,,
Falcon Institute of Health and Science,4283500.0,1.0,,37837.0,-75.42429,40.651462,,
College Unbound,4283600.0,,,22512.0,-71.412848,41.80644,,
Midwest Barber College,4284500.0,,,,-95.689254,39.000284,,
A Better U Beauty Barber Academy,4283300.0,,,,-106.583765,35.11063,,
SANS Technology Institute,4266900.0,,,,-77.110758,39.040814,,
Idaho College of Osteopathic Medicine,,0.5714,,,-116.376042,43.594515,,
Southern Careers Institute-Waco,3035309.0,,,,-97.139246,31.512387,,
Elevate Salon Institute,4173801.0,,,,-78.898377,35.993485,,
Ponce Health Sciences University-St Louis,2482402.0,0.5143,,,-90.195676,38.63271,,
Lil Lou's Beauty and Barber College-Hammond,4205502.0,,,,-87.521717,41.611381,,
Arizona College of Nursing-Dallas,3115003.0,0.9293,,32131.0,-96.75999,32.923106,,
Arizona College of Nursing-Tempe,3115004.0,0.9293,,31406.0,-111.965808,33.403079,,
The Salon Professional Academy-Washington DC,895501.0,,,,-77.006322,38.90294,,
Valley College-Cleveland,2609403.0,,,,-81.747723,41.419409,,
National American University-Kings Bay,405747.0,,,,-81.567371,30.809739,,
EDP University of Puerto Rico-Humacao,2165103.0,0.7128,,12467.0,-65.82455,18.150762,,
EDP University of Puerto Rico-Manati,2165104.0,0.7128,,10900.0,-66.490949,18.429431,,
UEI College-Sacramento,3969602.0,,,,-121.454197,38.494532,,
Fortis Institute-Cookeville,941206.0,,,25929.0,-85.478765,36.143291,,
Derech Hachaim Seminary,4280500.0,0.894,,16800.0,-74.161936,41.337206,,
Evvaylois Academy School of Beauty,4287200.0,,,,-96.388462,30.148715,,
Avenue Five Institute-South Austin Campus,4160701.0,,,,-97.756266,30.221953,,
Glasgow Caledonian New York College,4282800.0,,,,-74.001699,40.723346,,
Pima Medical Institute-San Antonio,2217126.0,,,,-98.540716,29.488708,,
Lotus Professional College,4285000.0,,,,-77.58584,37.638926,,
Christ Mission College,4279400.0,,,13812.0,-98.70699,29.543412,,
Esteem Academy of Beauty,4279900.0,,,,-111.93946,41.161895,,
KC Beauty Academy,4280400.0,,,,-118.235894,34.048458,,
Texas Healthtech Institute,4283100.0,,,,-94.206012,30.064641,,
Xtylo Beauty College,4286300.0,,,,-112.004521,33.479573,,
Tonsorial Arts Barber College,4286500.0,,,,-94.079302,33.435351,,
