School,City,StateCode,OPEID,AdmissionRate,SAT,Cost,Longitude,Latitude
Virginia Peninsula Community College,Hampton,VA,687100.0,,,11826.0,-76.420046,37.063821
Tidewater Community College,Norfolk,VA,371200.0,,,13090.0,-76.289904,36.8501
Union Presbyterian Seminary,Richmond,VA,374300.0,,,,-77.449314,37.578928
University of Virginia's College at Wise,Wise,VA,374700.0,0.8257,1073.0,22795.0,-82.559656,36.970602
Virginia Highlands Community College,Abingdon,VA,709900.0,,,12057.0,-82.001118,36.698866
Virginia Polytechnic Institute and State University,Blacksburg,VA,375400.0,0.6577,1280.0,27283.0,-80.423675,37.229012
Virginia Western Community College,Roanoke,VA,376000.0,,,11879.0,-79.973011,37.245029
Virginia Commonwealth University,Richmond,VA,373500.0,0.906,1163.0,31983.0,-77.452697,37.54962
University of Virginia-Main Campus,Charlottesville,VA,374500.0,0.2258,1426.0,34094.0,-78.503428,38.035665
Virginia Military Institute,Lexington,VA,375300.0,0.5988,1180.0,32420.0,-79.437067,37.7896
Asher Institute of Hampton,Hampton,VA,953700.0,,,,-76.425917,37.026859
Virginia University of Lynchburg,Lynchburg,VA,376200.0,,,25329.0,-79.151615,37.395187
Virginia State University,Petersburg,VA,376400.0,0.9626,916.0,23673.0,-77.419026,37.234692
Virginia Union University,Richmond,VA,376600.0,0.7535,851.0,32082.0,-77.450903,37.562405
Virginia Wesleyan University,Virginia Beach,VA,376700.0,0.7399,1095.0,50408.0,-76.18606,36.868417
Washington and Lee University,Lexington,VA,376800.0,0.2451,1451.0,73900.0,-79.443018,37.788939
Wytheville Community College,Wytheville,VA,376100.0,,,8557.0,-81.071181,36.95731
Bellevue College,Bellevue,WA,376900.0,,,15151.0,-122.150118,47.584014
Bellingham Technical College,Bellingham,WA,499900.0,,,11694.0,-122.51216,48.766189
Big Bend Community College,Moses Lake,WA,377000.0,,,14610.0,-119.325678,47.183651
Central Washington University,Ellensburg,WA,377100.0,0.8599,1045.0,24008.0,-120.538368,47.002687
Centralia College,Centralia,WA,377200.0,,,14805.0,-122.960591,46.715017
City University of Seattle,Seattle,WA,1302200.0,,,,-122.344594,47.617381
Paul Mitchell the School-Richland,Richland,WA,3065000.0,,,,-119.246059,46.22626
Clark College,Vancouver,WA,377300.0,,,14448.0,-122.651257,45.636133
Clover Park Technical College,Lakewood,WA,575200.0,,,13736.0,-122.497873,47.176084
Columbia Basin College,Pasco,WA,377400.0,,,16567.0,-119.12103,46.25216
Cornish College of the Arts,Seattle,WA,1231500.0,0.7888,,50370.0,-122.336238,47.618174
Divers Institute of Technology,Seattle,WA,1148100.0,,,,-122.340894,47.647402
Eastern Washington University,Cheney,WA,377500.0,0.7894,993.0,20480.0,-117.583808,47.490667
Edmonds College,Lynnwood,WA,500100.0,,,14911.0,-122.327598,47.816376
Everett Community College,Everett,WA,377600.0,,,15154.0,-122.204736,48.006626
Paroba College of Cosmetology,Everett,WA,2184200.0,,,,-122.243673,47.907818
The Evergreen State College,Olympia,WA,815500.0,0.9838,1076.0,24371.0,-122.977492,47.07382
Pierce College District,Lakewood,WA,500000.0,,,14465.0,-122.570935,47.172082
Glen Dow Academy of Hair Design,Spokane,WA,973900.0,,,,-117.416526,47.657719
Gonzaga University,Spokane,WA,377800.0,0.7289,1272.0,61761.0,-117.400625,47.666531
Grays Harbor College,Aberdeen,WA,377900.0,,,13484.0,-123.803068,46.953881
Green River College,Auburn,WA,378000.0,,,15907.0,-122.175819,47.313648
Toni & Guy Hairdressing Academy-Shoreline,Shoreline,WA,1249600.0,,,,-122.344548,47.761696
Heritage University,Toppenish,WA,377700.0,,,25478.0,-120.394972,46.3748
Highline College,Des Moines,WA,378100.0,,,14125.0,-122.303064,47.388231
International Air and Hospitality Academy,Vancouver,WA,2222900.0,,,,-122.639759,45.627871
Bastyr University,Kenmore,WA,2242500.0,,,,-122.251708,47.729935
Highlights Beauty Schools,Mountlake Terrace,WA,2203300.0,,,,-122.312814,47.779174
Bates Technical College,Tacoma,WA,530600.0,,,14885.0,-122.44683,47.251743
Lake Washington Institute of Technology,Kirkland,WA,537300.0,,,14884.0,-122.167131,47.705077
Lower Columbia College,Longview,WA,378200.0,,,13230.0,-122.935928,46.14214
BJ's Beauty & Barber College,Tacoma,WA,2541900.0,,,,-122.483385,47.208428
North Seattle College,Seattle,WA,970400.0,,,13318.0,-122.333584,47.698408
Northwest University,Kirkland,WA,378300.0,0.9277,1110.0,45095.0,-122.192763,47.657945
Olympic College,Bremerton,WA,378400.0,,,14466.0,-122.635113,47.574769
Perry Technical Institute,Yakima,WA,938700.0,,,,-120.537976,46.571492
Pacific Lutheran University,Tacoma,WA,378500.0,0.863,,56830.0,-122.440421,47.14516
Peninsula College,Port Angeles,WA,378600.0,,,13899.0,-123.412865,48.101295
University of Puget Sound,Tacoma,WA,379700.0,0.8685,,68072.0,-122.478982,47.26308
Renton Technical College,Renton,WA,1043400.0,,,14098.0,-122.176303,47.489206
Saint Martin's University,Lacey,WA,379400.0,0.9419,1043.0,52603.0,-122.816354,47.041068
South Seattle College,Seattle,WA,970600.0,,,16129.0,-122.352672,47.5475
Seattle Central College,Seattle,WA,378700.0,,,12829.0,-122.321231,47.616748
Seattle Pacific University,Seattle,WA,378800.0,0.9062,1109.0,60834.0,-122.361667,47.650214
Seattle University,Seattle,WA,379000.0,0.8323,1249.0,63439.0,-122.318851,47.608859
Shoreline Community College,Shoreline,WA,379100.0,,,13626.0,-122.358626,47.747402
Skagit Valley College,Mount Vernon,WA,379200.0,,,13775.0,-122.30894,48.437194
South Puget Sound Community College,Olympia,WA,537200.0,,,13817.0,-122.929578,47.023698
Spokane Community College,Spokane,WA,379300.0,,,11542.0,-117.360065,47.674034
Spokane Falls Community College,Spokane,WA,954400.0,,,12594.0,-117.463538,47.676741
Stylemaster College of Hair Design,Longview,WA,2202200.0,,,,-122.934592,46.136018
Tacoma Community College,Tacoma,WA,379600.0,,,12489.0,-122.524793,47.244622
Walla Walla Community College,Walla Walla,WA,500600.0,,,13095.0,-118.276505,46.078557
Walla Walla University,College Place,WA,379900.0,,,39354.0,-118.389555,46.048088
Washington State University,Pullman,WA,380000.0,0.7995,1123.0,26068.0,-117.158168,46.730448
University of Washington-Seattle Campus,Seattle,WA,379800.0,0.5973,1306.0,26825.0,-122.30514,47.65538
Wenatchee Valley College,Wenatchee,WA,380100.0,,,14948.0,-120.337198,47.431234
Western Washington University,Bellingham,WA,380200.0,0.9351,1184.0,24465.0,-122.485734,48.737812
Whatcom Community College,Bellingham,WA,1036400.0,,,13715.0,-122.493253,48.7939
Whitman College,Walla Walla,WA,380300.0,0.5413,1360.0,69532.0,-118.331546,46.069815
Whitworth University,Spokane,WA,380400.0,0.9101,1171.0,60359.0,-117.416714,47.753358
Yakima Valley College,Yakima,WA,380500.0,,,14350.0,-120.528525,46.586098
Alderson Broaddus University,Philippi,WV,380600.0,0.5276,972.0,42676.0,-80.047728,39.158067
Appalachian Beauty School,Belfry,KY,2159100.0,,,,-82.266793,37.624479
Appalachian Bible College,Mount Hope,WV,754400.0,0.4874,1023.0,26291.0,-81.198867,37.853335
B M Spurr School of Practical Nursing,Glen Dale,WV,1235900.0,0.625,,,-80.752394,39.946126
Ben Franklin Career Center,Dunbar,WV,1274300.0,,,18956.0,-81.75353,38.367234
Bethany College,Bethany,WV,380800.0,0.9184,989.0,45570.0,-80.560056,40.205819
Bluefield State College,Bluefield,WV,380900.0,0.9003,992.0,18685.0,-81.239037,37.265732
Cabell County Career Technology Center,Huntington,WV,2275300.0,,,,-82.372418,38.403244
Charleston School of Beauty Culture,Charleston,WV,2178200.0,,,,-81.634583,38.349945
University of Charleston,Charleston,WV,381800.0,0.6148,1079.0,43829.0,-81.616244,38.333367
Clarksburg Beauty Academy and School of Massage Therapy,Clarksburg,WV,895900.0,,,,-80.339054,39.279875
Concord University,Athens,WV,381000.0,0.914,972.0,16824.0,-81.006696,37.423723
Davis & Elkins College,Elkins,WV,381100.0,0.6905,,42233.0,-79.846022,38.931232
Fairmont State University,Fairmont,WV,381200.0,0.9434,1020.0,17639.0,-80.162433,39.483079
Glenville State University,Glenville,WV,381300.0,,,22507.0,-80.834295,38.93547
Huntington Junior College,Huntington,WV,904700.0,,,14944.0,-82.443234,38.419732
James Rumsey Technical Institute,Martinsburg,WV,835500.0,,,,-77.978583,39.5328
Ralph R Willis Career and Technical Center,Stollings,WV,2524500.0,,,,-81.94289,37.82694
Marshall University,Huntington,WV,381500.0,0.8925,1080.0,19586.0,-82.428964,38.422482
Mercer County Technical Education Center,Princeton,WV,2535500.0,0.8197,,,-81.104647,37.360024
Meredith Manor International Equestrian Center,Waverly,WV,3052000.0,,,27011.0,-81.398107,39.298354
Monongalia County Technical Education Center,Morgantown,WV,1290400.0,0.7879,,,-79.957275,39.611165
Morgantown Beauty College Inc,Morgantown,WV,3102100.0,,,,-79.954593,39.628866
Mountain State College,Parkersburg,WV,500800.0,,,19110.0,-81.548845,39.273787
Ohio Valley University,Vienna,WV,381900.0,0.9481,1023.0,30222.0,-81.537808,39.312447
West Virginia University at Parkersburg,Parkersburg,WV,382800.0,,,12163.0,-81.506192,39.216379
Potomac State College of West Virginia University,Keyser,WV,382711.0,0.822,1145.0,14947.0,-78.981441,39.438323
Academy of Careers and Technology,Beckley,WV,1290500.0,,,,-81.165435,37.795299
Salem University,Salem,WV,382000.0,,,27336.0,-80.571767,39.288632
Shepherd University,Shepherdstown,WV,382200.0,0.977,,17759.0,-77.804101,39.433071
Southern West Virginia Community and Technical College,Mount Gay,WV,381600.0,,,11655.0,-82.023014,37.851756
Fred W Eberle Technical Center,Buckhannon,WV,2534800.0,,,,-80.225278,39.001908
West Virginia School of Osteopathic Medicine,Lewisburg,WV,1124500.0,,,,-80.43782,37.804273
West Virginia State University,Institute,WV,382600.0,0.885,1008.0,19144.0,-81.765034,38.380541
West Virginia University Hospital Departments of Rad Tech and Nutrition,Morgantown,WV,1257300.0,,,,-79.957959,39.654269
West Liberty University,West Liberty,WV,382300.0,0.6844,1039.0,22361.0,-80.602256,40.164417
West Virginia University Institute of Technology,Beckley,WV,382701.0,0.822,1145.0,17464.0,-81.184072,37.775924
West Virginia Wesleyan College,Buckhannon,WV,383000.0,0.6572,1020.0,46187.0,-80.218969,38.990661
West Virginia Junior College-Charleston,Cross Lanes,WV,1057300.0,,,21678.0,-81.789743,38.422967
West Virginia Junior College-Morgantown,Morgantown,WV,500700.0,,,23503.0,-79.955006,39.63248
International Beauty School 4,Martinsburg,WV,760000.0,,,,-77.965463,39.456357
West Virginia Northern Community College,Wheeling,WV,905400.0,,,10228.0,-80.721263,40.063318
West Virginia University,Morgantown,WV,382700.0,0.822,1145.0,22680.0,-79.954391,39.634371
Wheeling University,Wheeling,WV,383100.0,0.7682,1009.0,41651.0,-80.690804,40.070873
Wood County School of Practical Nursing,Parkersburg,WV,1174900.0,,,,-81.54796,39.242596
VICI Beauty School,Greenfield,WI,1148400.0,,,,-88.049912,42.969877
Alverno College,Milwaukee,WI,383200.0,0.7823,,40724.0,-87.965174,42.982842
Madison Area Technical College,Madison,WI,400700.0,,,14210.0,-89.327921,43.12183
Bellin College,Green Bay,WI,663900.0,0.9571,1140.0,30000.0,-87.921722,44.468277
Beloit College,Beloit,WI,383500.0,0.5834,,63398.0,-89.029285,42.504022
Blackhawk Technical College,Janesville,WI,539000.0,,,12707.0,-89.016254,42.593159
Cardinal Stritch University,Milwaukee,WI,383700.0,0.769,1046.0,44172.0,-87.909045,43.139752
Carroll University,Waukesha,WI,383800.0,0.7177,1165.0,45227.0,-88.228114,43.004527
Carthage College,Kenosha,WI,383900.0,0.7663,1148.0,59175.0,-87.820924,42.622969
Columbia College of Nursing,Glendale,WI,4159400.0,,,,-87.918283,43.097318
Concordia University-Wisconsin,Mequon,WI,384200.0,0.6727,1138.0,45936.0,-87.91552,43.253387
Edgewood College,Madison,WI,384800.0,0.912,,44826.0,-89.422884,43.057059
Fox Valley Technical College,Appleton,WI,974400.0,,,15507.0,-88.45893,44.283174
Gateway Technical College,Kenosha,WI,538900.0,,,13345.0,-87.846695,42.605677
The Professional Hair Design Academy,Eau Claire,WI,3220300.0,,,,-91.461714,44.783374
Lakeland University,Plymouth,WI,385400.0,0.9247,,43694.0,-87.883414,43.841573
Lakeshore Technical College,Cleveland,WI,919400.0,,,13516.0,-87.75454,43.924774
Lawrence University,Appleton,WI,385600.0,0.6892,1323.0,62166.0,-88.397822,44.261323
Maranatha Baptist University,Watertown,WI,2317200.0,0.805,1192.0,27793.0,-88.737016,43.195013
Marian University,Fond Du Lac,WI,386100.0,0.6767,1028.0,38372.0,-88.420638,43.777411
Marquette University,Milwaukee,WI,386300.0,0.8249,1285.0,59725.0,-87.927961,43.03903
Medical College of Wisconsin,Milwaukee,WI,2453500.0,,,,-88.022674,43.044527
Mid-State Technical College,Wisconsin Rapids,WI,538000.0,,,13853.0,-89.783785,44.391091
Milwaukee Area Technical College,Milwaukee,WI,386600.0,,,14110.0,-87.920818,43.04359
Milwaukee Institute of Art & Design,Milwaukee,WI,2077100.0,0.6195,,49204.0,-87.907925,43.030917
Milwaukee School of Engineering,Milwaukee,WI,386800.0,0.6009,1294.0,53885.0,-87.907691,43.045364
Moraine Park Technical College,Fond du Lac,WI,925600.0,,,13233.0,-88.417656,43.785224
Mount Mary University,Milwaukee,WI,386900.0,0.5301,984.0,44284.0,-88.030732,43.072507
Nashotah House,Nashotah,WI,387400.0,,,,-88.423743,43.082193
Nicolet Area Technical College,Rhinelander,WI,538400.0,,,12638.0,-89.425055,45.609542
Northcentral Technical College,Wausau,WI,538700.0,,,14835.0,-89.646369,44.986458
Northeast Wisconsin Technical College,Green Bay,WI,530100.0,,,15666.0,-88.105675,44.526467
Northland College,Ashland,WI,387500.0,0.643,1138.0,50029.0,-90.87476,46.579087
Ripon College,Ripon,WI,388400.0,0.7406,1095.0,56059.0,-88.842333,43.844135
Sacred Heart Seminary and School of Theology,Franklin,WI,2078000.0,,,,-88.04438,42.910829
Saint Norbert College,De Pere,WI,389200.0,0.8425,1211.0,51383.0,-88.067812,44.44483
State College of Beauty Culture Inc,Wausau,WI,941900.0,,,,-89.618062,44.936911
Southwest Wisconsin Technical College,Fennimore,WI,766900.0,,,14418.0,-90.637714,42.976238
Viterbo University,La Crosse,WI,391100.0,0.7925,1131.0,40825.0,-91.244297,43.803133
Chippewa Valley Technical College,Eau Claire,WI,530400.0,,,15054.0,-91.505675,44.794867
Waukesha County Technical College,Pewaukee,WI,529400.0,,,13104.0,-88.256292,43.071444
Western Technical College,La Crosse,WI,384000.0,,,14520.0,-91.246191,43.815309
University of Wisconsin-Whitewater,Whitewater,WI,392600.0,0.7992,1105.0,18252.0,-88.742368,42.835563
Northwood Technical College,Shell Lake,WI,1182400.0,,,14472.0,-91.916484,45.747831
Wisconsin School of Professional Psychology,Milwaukee,WI,2271300.0,,,,-88.026735,43.10534
University of Wisconsin-Eau Claire,Eau Claire,WI,391700.0,0.8436,1170.0,20174.0,-91.501906,44.798284
University of Wisconsin-Green Bay,Green Bay,WI,389900.0,0.8982,1085.0,17509.0,-87.919973,44.532298
University of Wisconsin-La Crosse,La Crosse,WI,391900.0,0.7515,1185.0,17514.0,-91.23186,43.81568
Wisconsin Lutheran College,Milwaukee,WI,2136600.0,0.9562,1172.0,43118.0,-88.022718,43.036943
University of Wisconsin-Oshkosh,Oshkosh,WI,392000.0,0.7858,1105.0,18125.0,-88.549369,44.026206
University of Wisconsin-Parkside,Kenosha,WI,501500.0,0.6631,1050.0,16320.0,-87.855231,42.647718
Herzing University-Madison,Madison,WI,962100.0,0.9201,,29140.0,-89.291561,43.14415
University of Wisconsin-Stout,Menomonie,WI,391500.0,0.901,1135.0,19704.0,-91.926653,44.873187
University of Wisconsin-Superior,Superior,WI,392500.0,0.8613,1085.0,18731.0,-92.091007,46.717629
University of Wisconsin-Madison,Madison,WI,389500.0,0.5725,1364.0,26393.0,-89.404098,43.075409
University of Wisconsin-Milwaukee,Milwaukee,WI,389600.0,0.787,1105.0,21984.0,-87.880488,43.076848
University of Wisconsin-Platteville,Platteville,WI,392100.0,0.8148,1150.0,18670.0,-90.48622,42.733451
University of Wisconsin-River Falls,River Falls,WI,392300.0,0.7685,1120.0,17971.0,-92.622641,44.8534
University of Wisconsin-Stevens Point,Stevens Point,WI,392400.0,0.8654,1105.0,18217.0,-89.570934,44.529582
Casper College,Casper,WY,392800.0,,,12427.0,-106.326712,42.832788
Central Wyoming College,Riverton,WY,728900.0,,,12408.0,-108.426738,43.030556
Eastern Wyoming College,Torrington,WY,392900.0,,,13846.0,-104.190823,42.079354
Laramie County Community College,Cheyenne,WY,925900.0,,,11894.0,-104.778789,41.104288
Northwest College,Powell,WY,393100.0,,,13949.0,-108.761853,44.760656
Northern Wyoming Community College District,Sheridan,WY,393000.0,,,14494.0,-106.941105,44.763926
Western Wyoming Community College,Rock Springs,WY,393300.0,,,15093.0,-109.237126,41.590964
Cheeks Beauty Academy,Cheyenne,WY,2211900.0,,,,-104.816751,41.134123
WyoTech,Laramie,WY,915700.0,,,,-105.621161,41.30354
University of Wyoming,Laramie,WY,393200.0,0.9423,1185.0,20258.0,-105.57931,41.311773
American Samoa Community College,Pago Pago,AS,1001000.0,,,8050.0,-170.742774,-14.322636
Guam Community College,Mangilao,GU,1536100.0,,,11347.0,144.808944,13.440649
University of Guam,Mangilao,GU,393500.0,,,13661.0,144.803978,13.433047
Northern Marianas College,Saipan,MP,3033000.0,,,8559.0,145.721733,15.152247
Institute of Beauty Careers,Arecibo,PR,2343600.0,,,,-66.719492,18.468413
Educational Technical College-Recinto de Bayamon,BAYAMON,PR,2570400.0,,,,-66.151679,18.398885
American University of Puerto Rico,Bayamon,PR,1194100.0,,,17887.0,-66.186631,18.407058
American University of Puerto Rico,Manati,PR,1194101.0,,,17792.0,-66.478655,18.434072
American Educational College,Bayamon,PR,2303800.0,,,9832.0,-66.15099,18.397931
Antilles School of Technical Careers,San Juan,PR,2234900.0,,,,-66.059206,18.438416
Universidad Adventista de las Antillas,Mayaguez,PR,501900.0,1.0,,14166.0,-67.111207,18.205685
Atlantic University College,Guaynabo,PR,2505400.0,,,9708.0,-66.111714,18.357395
Universidad Central de Bayamon,Bayamón,PR,502200.0,0.8797,,12314.0,-66.180773,18.398864
Columbia Central University-Caguas,Caguas,PR,890200.0,0.9383,,10986.0,-66.022543,18.22329
Albizu University-San Juan,San Juan,PR,1072400.0,0.7977,,19215.0,-66.113908,18.466573
Caribbean University-Bayamon,Bayamon,PR,1252500.0,,,9136.0,-66.168315,18.383136
Caribbean University-Carolina,Carolina,PR,1252503.0,,,9432.0,-65.960036,18.380193
Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,393601.0,0.9234,,14892.0,-66.679114,18.446006
Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,393600.0,0.9234,,15895.0,-66.617138,18.00165
CEM College-San Juan,San Juan,PR,2189100.0,,,14223.0,-66.035797,18.393955
Universidad Teologica del Caribe,Trujillo Alto,PR,2335500.0,,,12003.0,-66.010617,18.373928
Colegio Universitario de San Juan,San Juan,PR,1056700.0,0.875,,5663.0,-66.066529,18.428528
Universidad Ana G. Mendez-Cupey Campus,San Juan,PR,2587500.0,,,13286.0,-66.061647,18.387183
Conservatory of Music of Puerto Rico,San Juan,PR,1081900.0,0.8,,10334.0,-66.078811,18.454016
Center for Advanced Studies On Puerto Rico and the Caribbean,San Juan,PR,2166000.0,,,,-66.11841,18.466567
EDP University of Puerto Rico Inc-San Sebastian,San Sebastian,PR,2165101.0,0.7128,,12505.0,-66.990909,18.334858
Emma's Beauty Academy-Mayaguez,Mayaguez,PR,2189300.0,,,,-67.141725,18.200082
Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,PR,2569400.0,0.8864,,7676.0,-66.121348,18.46778
Instituto Tecnologico de Puerto Rico-Recinto de Manati,Manati,PR,2241910.0,0.8786,,5025.0,-66.472476,18.432962
Huertas College,Caguas,PR,2260800.0,,,11081.0,-66.025572,18.236147
Humacao Community College,Humacao,PR,2340600.0,,,9911.0,-65.826857,18.148274
ICPR Junior College-Arecibo,Arecibo,PR,1194001.0,,,14209.0,-66.759324,18.478059
ICPR Junior College-Mayaguez,Mayaguez,PR,1194002.0,,,12734.0,-67.144762,18.202277
Richport Technical College,Baton Rouge,LA,2593700.0,,,,-65.983829,18.249934
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,Guayama,PR,2241904.0,0.8786,,7348.0,-66.118728,17.977897
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,Ponce,PR,2241908.0,0.8786,,4211.0,-66.629804,17.999381
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,San Juan,PR,2241907.0,0.8786,,3962.0,-66.016003,18.411097
Inter American University of Puerto Rico-San German,San German,PR,4254200.0,0.4458,,14069.0,-67.05082,18.08353
Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,393900.0,0.4271,,13424.0,-67.121671,18.467886
Inter American University of Puerto Rico-Arecibo,Arecibo,PR,502600.0,0.3899,,13419.0,-66.75901,18.47509
Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,502700.0,0.4083,,13560.0,-66.303153,18.182777
Inter American University of Puerto Rico-Metro,San Juan,PR,394000.0,0.6163,,16965.0,-66.077711,18.368988
Inter American University of Puerto Rico-Ponce,Mercedita,PR,502900.0,0.3542,,13488.0,-66.578498,18.007388
Inter American University of Puerto Rico-Fajardo,Fajardo,PR,2282800.0,0.4949,,13992.0,-65.648052,18.329222
Inter American University of Puerto Rico-Guayama,Guayama,PR,2282700.0,0.4204,,13925.0,-66.108164,17.96635
Inter American University of Puerto Rico-Bayamon,Bayamon,PR,502800.0,0.4804,,13670.0,-66.182473,18.351631
Inter American University of Puerto Rico-School of Law,San Juan,PR,4250900.0,,,,-66.072656,18.428145
International Technical College,San Juan,PR,2562500.0,,,,-66.057312,18.416999
Liceo de Arte y Tecnologia,San Juan,PR,2195800.0,,,,-66.056421,18.421013
Modern Hairstyling Institute-Bayamon,Bayamon,PR,2195400.0,0.825,,,-66.155872,18.400061
Modern Hairstyling Institute-Arecibo,Arecibo,PR,2195500.0,0.713,,,-66.754059,18.47582
NUC University,Bayamon,PR,2260600.0,,,19132.0,-66.157027,18.396872
Ponce Health Sciences University,Ponce,PR,2482400.0,0.5143,,,-66.620307,17.993201
University of Puerto Rico-Aguadilla,Aguadilla,PR,1212300.0,0.8823,999.0,11704.0,-67.13793,18.498652
University of Puerto Rico-Arecibo,Arecibo,PR,722800.0,0.6102,,16016.0,-66.74114,18.469199
University of Puerto Rico-Bayamon,Bayamon,PR,1097500.0,0.9107,,9732.0,-66.143541,18.371398
University of Puerto Rico-Carolina,Carolina,PR,3016000.0,0.429,981.0,14816.0,-65.990165,18.392069
University of Puerto Rico-Cayey,Cayey,PR,720600.0,0.8936,1060.0,12618.0,-66.162066,18.11882
University of Puerto Rico-Humacao,Humacao,PR,394300.0,0.532,,14817.0,-65.838602,18.146589
University of Puerto Rico-Utuado,Utuado,PR,1092200.0,0.6771,,17476.0,-66.721667,18.254577
University of Puerto Rico-Mayaguez,Mayaguez,PR,394400.0,0.674,,16727.0,-67.139172,18.211142
University of Puerto Rico-Medical Sciences,San Juan,PR,2460000.0,,,,-66.074894,18.396548
University of Puerto Rico at Ponce,Ponce,PR,965200.0,0.5029,,13272.0,-66.606215,17.993314
University of Puerto Rico-Rio Piedras,San Juan,PR,710800.0,0.4865,,14035.0,-66.050009,18.402826
Universidad Ana G. Mendez-Carolina Campus,Carolina,PR,394100.0,,,13136.0,-65.983869,18.414805
Universidad del Sagrado Corazon,Santurce,PR,393700.0,0.4331,,19185.0,-66.059617,18.441166
Seminario Evangelico de Puerto Rico,San Juan,PR,2588600.0,,,,-66.052816,18.407003
Universidad Central Del Caribe,Bayamon,PR,2163300.0,0.8571,,14451.0,-66.153758,18.366171
Universidad Politecnica de Puerto Rico,Hato Rey,PR,2100000.0,,,20820.0,-66.056084,18.422195
Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,393603.0,0.9234,,14135.0,-67.145695,18.182375
Universidad Ana G. Mendez-Gurabo Campus,Gurabo,PR,1171900.0,,,13136.0,-66.006259,18.239647
College of Micronesia-FSM,Pohnpei,FM,1034300.0,0.8321,,10133.0,158.158189,6.909759
Palau Community College,Koror,PW,1100900.0,,,7990.0,134.473744,7.343177
University of the Virgin Islands,Charlotte Amalie,VI,394600.0,0.9969,914.0,16381.0,-64.972866,18.344193
Stanford University,Stanford,CA,130500.0,0.0519,1491.0,74570.0,-122.167359,37.429434
Purdue University-Main Campus,West Lafayette,IN,182500.0,0.6715,1315.0,22645.0,-86.914435,40.428206
Blue Hills Regional Technical School,Canton,MA,552300.0,0.1333,,,-71.104081,42.18221
Parker University,Dallas,TX,2305300.0,,,31420.0,-96.893564,32.880335
EDP University of Puerto Rico Inc-San Juan,San Juan,PR,2165100.0,0.7128,,13088.0,-66.055403,18.415375
ICPR Junior College,Hato Rey,PR,1194000.0,,,13183.0,-66.05712,18.415291
City College-Fort Lauderdale,Fort Lauderdale,FL,2515400.0,0.8889,,26642.0,-80.1705,26.187467
Meridian College,Sarasota,FL,2326800.0,,,,-82.425309,27.380724
Georgia State University-Perimeter College,Atlanta,GA,157406.0,0.8094,1147.0,14638.0,-84.385712,33.753426
Georgia Piedmont Technical College,Clarkston,GA,562200.0,,,11194.0,-84.234504,33.789898
ETI School of Skilled Trades,Willowbrook,IL,2556100.0,,,,-87.936249,41.748334
Traxlers School of Hair,Jackson,MS,3263300.0,,,,-90.261863,32.268023
Warren County Community College,Washington,NJ,2503900.0,,,11081.0,-75.018309,40.744812
St. John's College,Santa Fe,NM,209300.0,0.6891,,50980.0,-105.912478,35.666974
Bais Medrash Elyon,Monsey,NY,2622900.0,0.3636,,15400.0,-74.069798,41.114079
Antioch University-Los Angeles,Culver City,CA,301002.0,,,,-118.384458,33.988533
Antioch University-Santa Barbara,Santa Barbara,CA,301003.0,,,,-119.6958,34.419203
Antioch University-New England,Keene,NH,301004.0,,,,-72.293798,42.932344
Antioch University-Seattle,Seattle,WA,301005.0,,,,-122.346318,47.615916
Antioch University,Yellow Springs,OH,301000.0,,,,-83.908684,39.80321
Mid-America Christian University,Oklahoma City,OK,694200.0,,,28755.0,-97.578297,35.347785
Miller-Motte College-Platt College-Tulsa,Tulsa,OK,2306832.0,,,,-95.903824,36.109468
Ponca City Beauty College,Ponca City,OK,3109800.0,,,,-97.06801,36.73957
Francis Tuttle Technology Center,Oklahoma City,OK,2222700.0,,,,-97.640672,35.60052
Central Technology Center,Drumright,OK,996400.0,,,,-96.585322,35.994261
Carrington College-Portland,Portland,OR,3042500.0,,,,-122.653583,45.532356
Career Technology Center of Lackawanna County,Scranton,PA,3098600.0,,,,-75.652477,41.452849
Houston Graduate School of Theology,Houston,TX,2320200.0,,,,-95.448846,29.673594
Palo Alto College,San Antonio,TX,2341300.0,,,11219.0,-98.543468,29.322955
Sebring Career Schools-Huntsville,Huntsville,TX,2530704.0,,,,-95.549878,30.702549
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,San Antonio,TX,2326000.0,,,,-98.551137,29.493246
Central Texas Beauty College-Round Rock,Round Rock,TX,2239100.0,,,,-97.685077,30.520723
Unification Theological Seminary,New York,NY,3216300.0,,,,-73.981154,40.754309
Athens Technical College,Athens,GA,560000.0,,,11597.0,-83.339598,33.990183
GateWay Community College-Central City,Phoenix,AZ,830302.0,,,,-112.054912,33.435686
Carrington College-San Leandro Campus,San Leandro,CA,974801.0,,,,-122.12567,37.699627
Headmasters School of Hair Design,Lewiston,ID,2349200.0,,,,-117.025943,46.421026
