School,City,StateCode,OPEID,AdmissionRate,SAT,Cost,Longitude,Latitude
The Salon Professional Academy-Nampa,Nampa,ID,2559500.0,,,,-116.563413,43.567768
Beckfield College-Florence,Florence,KY,2491100.0,0.7957,1050.0,32717.0,-84.641475,39.017166
Dorsey College-Wayne,Wayne,MI,469201.0,,,42276.0,-83.382299,42.28171
Ecumenical Theological Seminary,Detroit,MI,4002400.0,,,,-83.055266,42.344129
Ross Medical Education Center-Saginaw,Saginaw,MI,2099701.0,,,,-83.967884,43.469473
Sussex County Community College,Newton,NJ,2568800.0,,,14289.0,-74.758079,41.067633
Landmark College,Putney,VT,2532600.0,0.5482,,77400.0,-72.512549,42.977172
Yeshiva Gedolah of Greater Detroit,Oak Park,MI,2363800.0,0.9286,,15067.0,-83.200754,42.471924
Austin Graduate School of Theology,Austin,TX,2362800.0,,,,-97.711751,30.343842
Collin County Community College District,McKinney,TX,2361400.0,,,11419.0,-96.63894,33.16241
Owensboro Community and Technical College,Owensboro,KY,3034500.0,,,11920.0,-87.082861,37.717355
Allure Beauty College,Whitesburg,KY,2526100.0,,,,-82.838909,37.123363
Cloyd's Beauty School 3 Inc,Monroe,LA,2352500.0,,,,-92.080603,32.533231
Moore Norman Technology Center,Norman,OK,1227200.0,,,,-97.457319,35.274434
Fayette County Career & Technical Institute Practical Nursing Program,Uniontown,PA,533000.0,,,,-79.741718,39.860976
Franklin County Career and Technology Center,Chambersburg,PA,791600.0,0.5385,,,-77.680541,39.897693
Paul Mitchell the School-Knoxville,Knoxville,TN,2275500.0,,,,-84.057621,35.92271
Ogle School Hair Skin Nails-Hurst,Hurst,TX,2230600.0,,,,-97.201403,32.822035
Tennessee College of Applied Technology Nashville,Nashville,TN,535900.0,,,,-86.856335,36.132649
ECPI University,Virginia Beach,VA,1019800.0,0.8035,,27578.0,-76.178773,36.842526
Ms Roberts Academy of Beauty Culture,Hillside,IL,793700.0,,,,-87.884693,41.881179
Paul Mitchell the School-Houston,Houston,TX,2357700.0,,,,-95.559723,29.785868
TDDS Technical Institute,Lake Milton,OH,2528300.0,,,,-80.957782,41.115282
Fortis Institute-Forty Fort,Forty Fort,PA,3011500.0,,,22123.0,-75.882975,41.281911
Laurel Business Institute,Uniontown,PA,2546200.0,0.9543,,14212.0,-79.724907,39.90248
Aviation Institute of Maintenance-Philadelphia,Philadelphia,PA,3110700.0,,,26762.0,-75.007237,40.070184
Dorsey College-Roseville,Roseville,MI,469204.0,,,34883.0,-82.915541,42.527764
Moler-Pickens Beauty Academy,Fairfield,OH,2328500.0,,,,-84.499701,39.317488
Red River Technology Center,Duncan,OK,531200.0,,,,-97.99029,34.491393
Southern Union State Community College,Wadley,AL,104000.0,,,14324.0,-85.572382,33.128785
South University-Columbia,Columbia,SC,1303907.0,,,28397.0,-80.961839,34.098042
Clinton Technical School,Clinton,MO,2497500.0,,,,-93.768459,38.363669
Greene County Career and Technology Center,Waynesburg,PA,1096300.0,1.0,,,-80.151066,39.893537
Lac Courte Oreilles Ojibwe College,Hayward,WI,2532200.0,,,11872.0,-91.365002,45.942252
Diesel Driving Academy-Shreveport,Shreveport,LA,2260200.0,,,,-93.794921,32.47617
Pima Medical Institute-Mesa,Mesa,AZ,2217101.0,,,,-111.87417,33.396878
Platt College-Los Angeles,Alhambra,CA,3062700.0,,,31158.0,-118.150013,34.081723
Platt College-Aurora,Aurora,CO,3014900.0,0.4545,,44393.0,-104.854614,39.661195
Paul Mitchell the School-Boise,Boise,ID,2607100.0,,,,-116.286058,43.594479
Educators of Beauty College of Cosmetology-Rockford,Rockford,IL,825901.0,,,,-88.998054,42.299278
Northwestern College,Bridgeview,IL,1236200.0,0.8065,,30021.0,-87.797406,41.751724
Douglas J Aveda Institute,East Lansing,MI,2588200.0,,,,-84.480467,42.734606
Ross Medical Education Center-Brighton,Brighton,MI,2339700.0,,,,-83.796918,42.548468
Ross Medical Education Center-Ann Arbor,Ann Arbor,MI,2339701.0,,,,-83.666667,42.25294
Taylortown School of Beauty Inc,Taylor,MI,2209200.0,,,,-83.259322,42.254745
Pike-Lincoln Technical Center,Eolia,MO,1173500.0,,,,-91.019918,39.245484
West Virginia Junior College-United Career Institute,Mount Braddock,PA,500701.0,,,17845.0,-79.652374,39.950525
Bethel Seminary-San Diego,San Diego,CA,905804.0,0.8663,1203.0,,-117.06605,32.765387
St Charles Community College,Cottleville,MO,2530600.0,,,7580.0,-90.641105,38.759703
University of Massachusetts Global,Irvine,CA,4161800.0,0.9498,,32504.0,-117.769012,33.656401
New College of Florida,Sarasota,FL,3957400.0,0.6997,1277.0,20563.0,-82.55858,27.384925
Montana Bible College,Bozeman,MT,4140300.0,0.7857,,,-111.066301,45.65472
Conservatory of Recording Arts and Sciences,Tempe,AZ,3034400.0,,,,-111.889544,33.407853
Adrian's Beauty College of Turlock,Turlock,CA,2520400.0,,,,-120.863784,37.491448
California Career School,Anaheim,CA,2520200.0,,,,-117.906219,33.819547
San Joaquin Valley College-Fresno,Fresno,CA,2120701.0,,,,-119.784003,36.829907
Dr. Ida Rolf Institute,Boulder,CO,4172500.0,1.0,,,-105.203076,40.066263
Sunstate Academy,Fort Myers,FL,2326900.0,,,,-81.870312,26.596006
Elizabeth Grady School of Esthetics and Massage Therapy,Medford,MA,2523900.0,,,,-71.12623,42.414728
Ross Medical Education Center-Port Huron,Port Huron,MI,2099702.0,,,,-82.452984,43.024632
Capri Institute of Hair Design-Clifton,Clifton,NJ,907800.0,,,,-74.152668,40.887432
Raphael's School of Beauty Culture Inc-Alliance,Alliance,OH,2563000.0,,,,-81.152086,40.902642
Metro Technology Centers,Oklahoma City,OK,533900.0,,,,-97.478182,35.512549
Hussian College-Daymar College Bowling Green,Bowling Green,KY,746905.0,0.9168,,29495.0,-86.473717,36.968327
Luna Community College,Las Vegas,NM,996200.0,,,10128.0,-105.250865,35.616303
Grabber School of Hair Design,St. Louis,MO,2568500.0,,,,-90.390799,38.557164
Yeshivah Gedolah Rabbinical College,Miami Beach,FL,3256300.0,,,17200.0,-80.141334,25.782445
University of the District of Columbia-David A Clarke School of Law,Washington,DC,144102.0,,,,-77.065221,38.94621
Raphael's School of Beauty Culture Inc-Brunswick,Brunswick,OH,2287903.0,,,,-81.806142,41.240245
Caribbean University-Ponce,Ponce,PR,1252502.0,,,9341.0,-66.59425,18.006633
Caribbean University-Vega Baja,Vega Baja,PR,1252501.0,,,9271.0,-66.40315,18.444882
University of Advancing Technology,Tempe,AZ,2559000.0,0.8069,,27651.0,-111.976087,33.377712
Paradise Valley Community College,Phoenix,AZ,2623600.0,,,14813.0,-112.009865,33.652135
Chandler-Gilbert Community College,Chandler,AZ,3072200.0,,,15018.0,-111.795922,33.293897
Great Plains Technology Center,Lawton,OK,1071700.0,,,,-98.450321,34.592907
Roane-Jackson Technical Center,Leroy,WV,2057400.0,,,,-81.561142,38.82254
Pioneer Technology Center,Ponca City,OK,1120600.0,,,,-97.093516,36.72772
Portage Lakes Career Center,Uniontown,OH,888600.0,,,,-81.472008,40.943122
Eastern College of Health Vocations-New Orleans,New Orleans,LA,2272401.0,,,,-90.180687,29.944923
Bell Mar Beauty College,Cicero,IL,2536700.0,,,,-87.767244,41.850656
Caddo Kiowa Technology Center,Fort Cobb,OK,996300.0,,,,-98.443443,35.108561
Center for Instruction Technology & Innovation,Mexico,NY,1278300.0,,,,-76.259308,43.457841
International School of Skin Nailcare & Massage Therapy,Atlanta,GA,2520000.0,,,,-84.379687,33.908031
Palomar Institute of Cosmetology,San Marcos,CA,2537200.0,,,,-117.188351,33.13663
Southern Oklahoma Technology Center,Ardmore,OK,1034200.0,,,,-97.082971,34.186239
Vista College,El Paso,TX,2572000.0,,,24525.0,-106.411952,31.786912
Autry Technology Center,Enid,OK,834300.0,0.5347,,,-97.89719,36.419122
Greene County Career Center,Xenia,OH,2497800.0,,,,-83.9321,39.65839
Canadian Valley Technology Center,El Reno,OK,996500.0,,,,-97.881967,35.509208
Wilkes-Barre Area Career and Technical Center Practical Nursing,Wilkes Barre,PA,2529800.0,0.4516,,,-75.810121,41.262154
Meridian Technology Center,Stillwater,OK,2060800.0,,,,-97.108414,36.106981
Waynesville Career Center,Waynesville,MO,528900.0,,,,-92.21393,37.811315
Capitol School of Hairstyling and Esthetics,Omaha,NE,961700.0,,,,-96.082248,41.209501
Morris County Vocational School District,Denville,NJ,1152300.0,0.7308,,,-74.479263,40.877531
Ross Medical Education Center-Roosevelt Park,Roosevelt Park,MI,2099703.0,,,,-86.267098,43.191474
Ross Medical Education Center-Kentwood,Kentwood,MI,2533601.0,,,,-85.605379,42.880955
South Florida Bible College and Theological Seminary,Deerfield Beach,FL,3264300.0,,,,-80.134508,26.30294
Cloyd's Barber School 2 Inc,Monroe,LA,2338000.0,,,,-92.090159,32.485377
Universal Technical Institute of Illinois Inc,Lisle,IL,822101.0,,,,-88.104,41.80697
Pennsylvania College of Technology,Williamsport,PA,339500.0,,,30759.0,-77.023665,41.234145
Commonwealth Institute of Funeral Service,Houston,TX,355600.0,,,31539.0,-95.430153,29.989545
Delta College of Arts & Technology,Baton Rouge,LA,2538300.0,,,,-91.113841,30.463619
InterCoast Colleges-Santa Ana,Santa Ana,CA,2559413.0,,,,-117.85367,33.70497
Stone Child College,Box Elder,MT,2610900.0,,,14046.0,-109.870182,48.289808
New York Academy of Art,New York,NY,2600100.0,,,,-74.006019,40.718388
Suffolk County Community College,Selden,NY,287800.0,,,11515.0,-73.056165,40.848963
Las Positas College,Livermore,CA,3035700.0,,,11565.0,-121.80058,37.710873
Blades School of Hair Design,California,MD,3027200.0,,,,-76.48376,38.286299
Ogeechee Technical College,Statesboro,GA,3030000.0,,,11819.0,-81.818517,32.395767
Remington College-Mobile Campus,Mobile,AL,3026516.0,,,26202.0,-88.145035,30.671139
Southern Technical College,Fort Myers,FL,2278800.0,,,23041.0,-81.877644,26.596097
Mercy-St Luke's School of Radiologic Technology,Cedar Rapids,IA,423300.0,,,,-91.660609,41.985552
Southwest Acupuncture College-Santa Fe,Santa Fe,NM,2622000.0,,,,-105.95544,35.6607
Northwest Technology Center-Alva,Alva,OK,2600000.0,,,,-98.675711,36.786733
Mercer County Career Center,Mercer,PA,2362300.0,,,,-80.248614,41.250851
California State University-San Marcos,San Marcos,CA,3011300.0,0.7942,1039.0,22531.0,-117.159013,33.130569
Hairmasters Institute of Cosmetology,Bloomington,IL,3002000.0,,,,-88.979453,40.474796
Tricoci University of Beauty Culture LLC-Bloomington,Bloomington,IN,2607000.0,,,,-86.536403,39.181606
Interactive College of Technology-Newport,Newport,KY,2284306.0,,,18404.0,-84.479078,39.084818
Miller-Motte College-McCann-Monroe,Monroe,LA,2306826.0,,,,-92.10098,32.524328
Ross Medical Education Center-Taylor,Taylor,MI,2180105.0,,,,-83.250307,42.194933
National Tractor Trailer School Inc-Liverpool,Liverpool,NY,2287800.0,,,,-76.193341,43.140652
Interactive College of Technology,Houston,TX,2331301.0,,,17754.0,-95.539975,29.734143
Butler Beauty Academy-New Castle Beauty Academy,New Castle,PA,2544303.0,,,,-80.341891,40.999207
NorthWest Arkansas Community College,Bentonville,AR,3063300.0,,,10541.0,-94.17289,36.357704
Brewster Technical College,Tampa,FL,2601600.0,,,,-82.461722,27.96373
Hodges University,Fort Myers,FL,3037500.0,,,25637.0,-81.821419,26.610865
University of St. Augustine for Health Sciences,San Marcos,CA,3171300.0,,,,-117.165964,33.151849
Capital Area School of Practical Nursing,Springfield,IL,1071000.0,,,,-89.626262,39.718311
Hair Professionals Career College,Palos Hills,IL,2587700.0,,,,-87.816614,41.702881
Alexandria School of Scientific Therapeutics,Alexandria,IN,3538300.0,,,,-85.674016,40.255608
Empire Beauty School-Bloomfield,Bloomfield,NJ,945917.0,,,,-74.199706,40.79497
Southwest Technology Center,Altus,OK,3008700.0,,,,-99.341161,34.668194
Western Area Career & Technology Center,Canonsburg,PA,2350100.0,1.0,,,-80.246117,40.254722
Hussian College-Daymar College Clarksville,Clarksville,TN,746904.0,0.9168,,29884.0,-87.312856,36.582865
Nossi College of Art,Nashville,TN,2578200.0,0.488,,26226.0,-86.738561,36.24323
Seguin Beauty School-New Braunfels,New Braunfels,TX,2521801.0,,,,-98.125943,29.70187
Pima Medical Institute-Seattle,Seattle,WA,2217105.0,,,,-122.326844,47.699144
Mineral County Vocational Technical Center,Keyser,WV,1014000.0,,,,-78.987462,39.427976
Hypnosis Motivation Institute,Tarzana,CA,2545900.0,,,,-118.538719,34.170219
Thanh Le College School of Cosmetology,Garden Grove,CA,2236400.0,,,,-117.908306,33.789713
Southeastern Technical College,Vidalia,GA,3066500.0,,,11954.0,-82.365827,32.20393
Massachusetts School of Law,Andover,MA,3235300.0,,,,-71.19954,42.682106
Alliance Career Center,Alliance,OH,3015100.0,,,,-81.111225,40.911271
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,Orlando,FL,2100502.0,,,,-81.409713,28.424285
Erwin Technical College,Tampa,FL,559400.0,,,,-82.435933,27.997242
Rosel School of Cosmetology,Niles,IL,3082900.0,,,,-87.838131,42.050202
Worsham College of Mortuary Science,Wheeling,IL,178300.0,0.72,1046.0,26600.0,-87.927374,42.147858
Bryan University,Springfield,MO,3066300.0,,,25119.0,-93.248107,37.135397
Oregon College of Oriental Medicine,Portland,OR,2603700.0,,,,-122.671099,45.524121
Central Pennsylvania Institute of Science and Technology,Pleasant Gap,PA,533500.0,0.8593,,,-77.740923,40.882168
Northwest Educational Center,Houston,TX,3303300.0,,,,-95.473149,29.813796
Sebring Career Schools-Houston,Houston,TX,2530700.0,,,,-95.644945,29.706713
PCI Health Training Center,Dallas,TX,3019800.0,,,,-96.876316,32.82007
Hamrick School,Medina,OH,2529500.0,,,,-81.728742,41.135812
Alabama State College of Barber Styling,Gardendale,AL,3032500.0,,,,-86.810488,33.643546
Fortis College,Mobile,AL,2341000.0,,,,-88.205581,30.68413
Downey Adult School,Downey,CA,563800.0,,,,-118.115727,33.91965
CRU Institute of Cosmetology and Barbering,Garden Grove,CA,2494800.0,,,,-118.030758,33.790145
Modern Technology School,Fountain Valley,CA,3063400.0,,,,-117.918837,33.723142
National Career Education,Citrus Heights,CA,2128301.0,,,,-121.273917,38.679835
North-West College-Glendale,Glendale,CA,1170702.0,,,,-118.255462,34.148981
Fremont College,Cerritos,CA,3039900.0,,,,-118.097019,33.868382
Pomona Unified School District Adult and Career Education,Pomona,CA,3029600.0,,,,-117.772606,34.054864
Universal College of Beauty Inc-Los Angeles 2,Los Angeles,CA,1244600.0,,,,-118.332236,34.004498
IBMC College,Fort Collins,CO,3006300.0,,,25256.0,-105.078989,40.534067
Avalon Institute-Aurora,Aurora,CO,3027400.0,,,,-104.848602,39.676308
Academy of Cosmetology,Merritt Island,FL,2499000.0,,,,-80.70372,28.394053
Sunstate Academy,Clearwater,FL,2524003.0,,,,-82.732693,27.967041
Fortis College-Smyrna,Smyrna,GA,1031903.0,,,26025.0,-84.543009,33.900255
Ross College-Davenport,Davenport,IA,2339708.0,,,,-90.550669,41.555054
Pivot Point Academy,Bloomingdale,IL,1083600.0,,,,-88.076665,41.955935
Blalock's Professional Beauty College,Shreveport,LA,3027300.0,,,,-93.78425,32.426006
Diesel Driving Academy-Baton Rouge,Baton Rouge,LA,3030900.0,,,,-91.103287,30.465289
New England Hair Academy,Malden,MA,2122000.0,,,,-71.067282,42.427969
Rob Roy Academy-Worcester,Worcester,MA,2181600.0,,,,-71.807728,42.263673
Upper Cape Cod Regional Technical School,Bourne,MA,466900.0,0.875,,,-70.578837,41.745328
All-State Career-Baltimore,Baltimore,MD,3493300.0,,,,-76.544942,39.264664
Adler Graduate School,Minnetonka,MN,3051900.0,,,,-93.410236,44.893479
Academy of Hair Design-Jackson,Jackson,MS,2244300.0,,,,-90.147044,32.376376
KC's School of Hair Design,Pontotoc,MS,3032400.0,,,,-89.015947,34.256411
Lincoln Technical Institute-Moorestown,Moorestown,NJ,1246102.0,,,,-74.955631,39.94847
MCVSD,Freehold,NJ,539900.0,,,,-74.249254,40.265559
National Tractor Trailer School Inc-Buffalo,Buffalo,NY,2287801.0,,,,-78.856393,42.864978
Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,NY,3000100.0,,,14564.0,-73.992328,40.628468
Knox County Career Center,Mount Vernon,OH,2336300.0,,,,-82.475117,40.375889
Madison Adult Career Center,Mansfield,OH,3023700.0,,,,-82.460912,40.774328
Remington College-Cleveland Campus,Cleveland,OH,3026511.0,,,26050.0,-81.579347,41.422951
Toledo Academy of Beauty Culture-East,OREGON,OH,2315500.0,,,,-83.469064,41.638647
Brown & Clermont Adult Career Campuses,Bethel,OH,3051500.0,,,,-84.094071,38.969393
Chisholm Trail Technology Center,Omega,OK,3051100.0,,,,-98.20184,35.84221
Gordon Cooper Technology Center,Shawnee,OK,996800.0,,,,-96.908013,35.380321
Kiamichi Technology Center-McAlester,McAlester,OK,920400.0,,,,-95.745999,34.924173
YTI Career Institute-Altoona,Altoona,PA,3081900.0,,,,-78.401194,40.485879
Eastern Center for Arts and Technology,Willow Grove,PA,2492600.0,1.0,,,-75.108649,40.158437
Empire Beauty School-Center City Philadelphia,Philadelphia,PA,817809.0,,,,-75.166566,39.950921
CEM College-Humacao,Humacao,PR,2189101.0,,,13965.0,-65.821107,18.148771
Colegio Mayor de Tecnologia Inc,Arroyo,PR,2552300.0,,,,-66.060473,17.970907
Institucion Chaviano de Mayaguez,Mayaguez,PR,2504500.0,,,,-67.137002,18.200763
EDIC College,Caguas,PR,890207.0,0.9383,,10984.0,-66.025311,18.242588
Liceo de Arte-Dise-O y Comercio,Caguas,PR,3025900.0,,,,-66.034057,18.233122
Universal Technology College of Puerto Rico,Aguadilla,PR,3029700.0,,,,-67.155628,18.42812
Academy of Hair Technology,Greenville,SC,2552400.0,,,,-82.327426,34.874681
Mr Wayne's School of Unisex Hair Design,Cookeville,TN,2278700.0,,,,-85.512381,36.158772
Queen City College,Clarksville,TN,2539800.0,,,,-87.408706,36.573521
College of the Marshall Islands,Majuro,MH,3022400.0,,,7202.0,171.378129,7.102688
Remington College-Fort Worth Campus,Fort Worth,TX,3026506.0,,,25295.0,-97.213702,32.776152
UCAS University of Cosmetology Arts & Sciences,San Antonio,TX,3011800.0,,,,-98.484836,29.354354
School of Automotive Machinists & Technology,Houston,TX,3032300.0,0.7333,,,-95.476017,29.805166
Nuvani Institute,San Antonio,TX,3009400.0,,,,-98.498977,29.457062
Nuvani Institute,Eagle Pass,TX,3021500.0,,,,-100.506009,28.707864
Texas College of Cosmetology-Abilene,Abilene,TX,3025000.0,,,,-99.747159,32.448891
Vista College-Online,Richardson,TX,2572800.0,,,29426.0,-96.768201,32.95518
Centura College-Newport News,Newport News,VA,2334402.0,,,32283.0,-76.517328,37.140484
Centura College-Norfolk,Norfolk,VA,2334401.0,,,31228.0,-76.232569,36.908434
Virginia Beach City Public Schools School of Practical Nursing,Virginia Beach,VA,3042800.0,,,,-76.074108,36.743065
Northwest College of Art & Design,Tacoma,WA,2602100.0,0.8427,,26056.0,-122.43885,47.25249
University of Washington-Bothell Campus,Bothell,WA,379802.0,0.5973,1306.0,23189.0,-122.191293,47.759773
University of Washington-Tacoma Campus,Tacoma,WA,379801.0,0.5973,1306.0,21705.0,-122.438541,47.244594
Huntington School of Beauty Culture,Huntington,WV,757800.0,,,,-82.325688,38.410212
Valley College-Beckley,Beckley,WV,3084400.0,,,,-81.187539,37.789287
Valley College-Martinsburg,Martinsburg,WV,2609400.0,,,,-77.959272,39.486897
Bellus Academy-Poway,Poway,CA,2343400.0,,,,-117.042531,32.957184
Capstone College,Pasadena,CA,3019900.0,,,,-118.149478,34.165741
Central Coast College,Salinas,CA,2602300.0,,,,-121.655643,36.669595
Pacific College of Health and Science,San Diego,CA,3027700.0,,,32037.0,-117.16073,32.778391
Artistic Nails and Beauty Academy-Tampa,Tampa,FL,3816300.0,,,,-82.403486,27.951358
National Aviation Academy of Tampa Bay,Clearwater,FL,3035900.0,,,,-82.721372,27.89484
Madison Oneida BOCES-Practical Nursing Program,Verona,NY,2126300.0,0.875,,,-75.560043,43.141074
